countries,hts_code,condition
2050;2110;2150;2230;2470;4890;5110,61034210,fta
2050;2110;2150;2230;2470;4890;5110,61034220,fta
2050;2110;2150;2230;2470;4890;5110,61034310,fta
2050;2110;2150;2230;2470;4890;5110,61034315,fta
2050;2110;2150;2230;2470;4890;5110,61034320,fta
2050;2110;2150;2230;2470;4890;5110,61034910,fta
2050;2110;2150;2230;2470;4890;5110,61034920,fta
2050;2110;2150;2230;2470;4890;5110,61034940,fta
2050;2110;2150;2230;2470;4890;5110,61034980,fta
2050;2110;2150;2230;2470;4890;5110,61041310,fta
2050;2110;2150;2230;2470;4890;5110,61041320,fta
2050;2110;2150;2230;2470;4890;5110,61041910,fta
2050;2110;2150;2230;2470;4890;5110,61041915,fta
2050;2110;2150;2230;2470;4890;5110,61041940,fta
2050;2110;2150;2230;2470;4890;5110,61041950,fta
2050;2110;2150;2230;2470;4890;5110,61041960,fta
2050;2110;2150;2230;2470;4890;5110,61041980,fta
2050;2110;2150;2230;2470;4890;5110,61042200,fta
2050;2110;2150;2230;2470;4890;5110,61042300,fta
2050;2110;2150;2230;2470;4890;5110,61042905,fta
2050;2110;2150;2230;2470;4890;5110,61042910,fta
2050;2110;2150;2230;2470;4890;5110,61042920,fta
2050;2110;2150;2230;2470;4890;5110,61043100,fta
2050;2110;2150;2230;2470;4890;5110,61043200,fta
2050;2110;2150;2230;2470;4890;5110,61043310,fta
2050;2110;2150;2230;2470;4890;5110,61043320,fta
2050;2110;2150;2230;2470;4890;5110,61043910,fta
2050;2110;2150;2230;2470;4890;5110,61043920,fta
2050;2110;2150;2230;2470;4890;5110,61044100,fta
2050;2110;2150;2230;2470;4890;5110,61044200,fta
2050;2110;2150;2230;2470;4890;5110,61044310,fta
2050;2110;2150;2230;2470;4890;5110,61044320,fta
2050;2110;2150;2230;2470;4890;5110,61044410,fta
2050;2110;2150;2230;2470;4890;5110,61044420,fta
2050;2110;2150;2230;2470;4890;5110,61044910,fta
2050;2110;2150;2230;2470;4890;5110,61044990,fta
2050;2110;2150;2230;2470;4890;5110,61045100,fta
2050;2110;2150;2230;2470;4890;5110,61045200,fta
2050;2110;2150;2230;2470;4890;5110,61045310,fta
2050;2110;2150;2230;2470;4890;5110,61045320,fta
2050;2110;2150;2230;2470;4890;5110,61045910,fta
2050;2110;2150;2230;2470;4890;5110,61045940,fta
2050;2110;2150;2230;2470;4890;5110,61045980,fta
2050;2110;2150;2230;2470;4890;5110,61046100,fta
2050;2110;2150;2230;2470;4890;5110,61046210,fta
2050;2110;2150;2230;2470;4890;5110,61046220,fta
2050;2110;2150;2230;2470;4890;5110,61046310,fta
2050;2110;2150;2230;2470;4890;5110,61046315,fta
2050;2110;2150;2230;2470;4890;5110,61046320,fta
2050;2110;2150;2230;2470;4890;5110,61046910,fta
2050;2110;2150;2230;2470;4890;5110,61046920,fta
2050;2110;2150;2230;2470;4890;5110,61046940,fta
2050;2110;2150;2230;2470;4890;5110,61046980,fta
2050;2110;2150;2230;2470;4890;5110,61051000,fta
2050;2110;2150;2230;2470;4890;5110,61052010,fta
2050;2110;2150;2230;2470;4890;5110,61052020,fta
2050;2110;2150;2230;2470;4890;5110,61059010,fta
2050;2110;2150;2230;2470;4890;5110,61059040,fta
2050;2110;2150;2230;2470;4890;5110,61059080,fta
2050;2110;2150;2230;2470;4890;5110,61061000,fta
2050;2110;2150;2230;2470;4890;5110,61062010,fta
2050;2110;2150;2230;2470;4890;5110,61062020,fta
2050;2110;2150;2230;2470;4890;5110,61069010,fta
2050;2110;2150;2230;2470;4890;5110,61069015,fta
2050;2110;2150;2230;2470;4890;5110,61069025,fta
2050;2110;2150;2230;2470;4890;5110,61069030,fta
2050;2110;2150;2230;2470;4890;5110,61071100,fta
2050;2110;2150;2230;2470;4890;5110,61071200,fta
2050;2110;2150;2230;2470;4890;5110,61071910,fta
2050;2110;2150;2230;2470;4890;5110,61071990,fta
2050;2110;2150;2230;2470;4890;5110,61072100,fta
2050;2110;2150;2230;2470;4890;5110,61072200,fta
2050;2110;2150;2230;2470;4890;5110,61072920,fta
2050;2110;2150;2230;2470;4890;5110,61072950,fta
2050;2110;2150;2230;2470;4890;5110,61072990,fta
2050;2110;2150;2230;2470;4890;5110,61079100,fta
2050;2110;2150;2230;2470;4890;5110,61079910,fta
2050;2110;2150;2230;2470;4890;5110,61079920,fta
2050;2110;2150;2230;2470;4890;5110,61079950,fta
2050;2110;2150;2230;2470;4890;5110,61079990,fta
2050;2110;2150;2230;2470;4890;5110,61081100,fta
2050;2110;2150;2230;2470;4890;5110,61081910,fta
2050;2110;2150;2230;2470;4890;5110,61081990,fta
2050;2110;2150;2230;2470;4890;5110,61082100,fta
2050;2110;2150;2230;2470;4890;5110,61082210,fta
2050;2110;2150;2230;2470;4890;5110,61082290,fta
2050;2110;2150;2230;2470;4890;5110,61082910,fta
2050;2110;2150;2230;2470;4890;5110,61082990,fta
2050;2110;2150;2230;2470;4890;5110,61083100,fta
2050;2110;2150;2230;2470;4890;5110,61083200,fta
2050;2110;2150;2230;2470;4890;5110,61083910,fta
2050;2110;2150;2230;2470;4890;5110,61083940,fta
2050;2110;2150;2230;2470;4890;5110,61083980,fta
2050;2110;2150;2230;2470;4890;5110,61089100,fta
2050;2110;2150;2230;2470;4890;5110,61089200,fta
2050;2110;2150;2230;2470;4890;5110,61089920,fta
2050;2110;2150;2230;2470;4890;5110,61089950,fta
2050;2110;2150;2230;2470;4890;5110,61089990,fta
2050;2110;2150;2230;2470;4890;5110,61091000,fta
2050;2110;2150;2230;2470;4890;5110,61099010,fta
2050;2110;2150;2230;2470;4890;5110,61099015,fta
2050;2110;2150;2230;2470;4890;5110,61099040,fta
2050;2110;2150;2230;2470;4890;5110,61099080,fta
2050;2110;2150;2230;2470;4890;5110,61101100,fta
2050;2110;2150;2230;2470;4890;5110,61101210,fta
2050;2110;2150;2230;2470;4890;5110,61101220,fta
2050;2110;2150;2230;2470;4890;5110,61101900,fta
2050;2110;2150;2230;2470;4890;5110,61102010,fta
2050;2110;2150;2230;2470;4890;5110,61102020,fta
2050;2110;2150;2230;2470;4890;5110,61103010,fta
2050;2110;2150;2230;2470;4890;5110,61103015,fta
2050;2110;2150;2230;2470;4890;5110,61103020,fta
2050;2110;2150;2230;2470;4890;5110,61103030,fta
2050;2110;2150;2230;2470;4890;5110,61109010,fta
2050;2110;2150;2230;2470;4890;5110,61109090,fta
2050;2110;2150;2230;2470;4890;5110,61112010,fta
2050;2110;2150;2230;2470;4890;5110,61112020,fta
2050;2110;2150;2230;2470;4890;5110,61112030,fta
2050;2110;2150;2230;2470;4890;5110,61112040,fta
2050;2110;2150;2230;2470;4890;5110,61112050,fta
2050;2110;2150;2230;2470;4890;5110,61112060,fta
2050;2110;2150;2230;2470;4890;5110,61113010,fta
2050;2110;2150;2230;2470;4890;5110,61113020,fta
2050;2110;2150;2230;2470;4890;5110,61113030,fta
2050;2110;2150;2230;2470;4890;5110,61113040,fta
2050;2110;2150;2230;2470;4890;5110,61113050,fta
2050;2110;2150;2230;2470;4890;5110,61119005,fta
2050;2110;2150;2230;2470;4890;5110,61119010,fta
2050;2110;2150;2230;2470;4890;5110,61119020,fta
2050;2110;2150;2230;2470;4890;5110,61119030,fta
2050;2110;2150;2230;2470;4890;5110,61119040,fta
2050;2110;2150;2230;2470;4890;5110,61119050,fta
2050;2110;2150;2230;2470;4890;5110,61119070,fta
2050;2110;2150;2230;2470;4890;5110,61119090,fta
2050;2110;2150;2230;2470;4890;5110,61121100,fta
2050;2110;2150;2230;2470;4890;5110,61121200,fta
2050;2110;2150;2230;2470;4890;5110,61121910,fta
2050;2110;2150;2230;2470;4890;5110,61121940,fta
2050;2110;2150;2230;2470;4890;5110,61121980,fta
2050;2110;2150;2230;2470;4890;5110,61122010,fta
2050;2110;2150;2230;2470;4890;5110,61122020,fta
2050;2110;2150;2230;2470;4890;5110,61123100,fta
2050;2110;2150;2230;2470;4890;5110,61123900,fta
2050;2110;2150;2230;2470;4890;5110,61124100,fta
2050;2110;2150;2230;2470;4890;5110,61124900,fta
2050;2110;2150;2230;2470;4890;5110,61130010,fta
2050;2110;2150;2230;2470;4890;5110,61130090,fta
2050;2110;2150;2230;2470;4890;5110,61142000,fta
2050;2110;2150;2230;2470;4890;5110,61143010,fta
2050;2110;2150;2230;2470;4890;5110,61143020,fta
2050;2110;2150;2230;2470;4890;5110,61143030,fta
2050;2110;2150;2230;2470;4890;5110,61149005,fta
2050;2110;2150;2230;2470;4890;5110,61149010,fta
2050;2110;2150;2230;2470;4890;5110,61149090,fta
2050;2110;2150;2230;2470;4890;5110,61152100,fta
2050;2110;2150;2230;2470;4890;5110,61152200,fta
2050;2110;2150;2230;2470;4890;5110,61152940,fta
2050;2110;2150;2230;2470;4890;5110,61152980,fta
2050;2110;2150;2230;2470;4890;5110,61153010,fta
2050;2110;2150;2230;2470;4890;5110,61153090,fta
2050;2110;2150;2230;2470;4890;5110,61159400,fta
2050;2110;2150;2230;2470;4890;5110,61159560,fta
2050;2110;2150;2230;2470;4890;5110,61159590,fta
2050;2110;2150;2230;2470;4890;5110,61159660,fta
2050;2110;2150;2230;2470;4890;5110,61159690,fta
2050;2110;2150;2230;2470;4890;5110,61159914,fta
2050;2110;2150;2230;2470;4890;5110,61159919,fta
2050;2110;2150;2230;2470;4890;5110,61159940,fta
2050;2110;2150;2230;2470;4890;5110,61159990,fta
2050;2110;2150;2230;2470;4890;5110,61161005,fta
2050;2110;2150;2230;2470;4890;5110,61161008,fta
2050;2110;2150;2230;2470;4890;5110,61161013,fta
2050;2110;2150;2230;2470;4890;5110,61161017,fta
2050;2110;2150;2230;2470;4890;5110,61161044,fta
2050;2110;2150;2230;2470;4890;5110,61161048,fta
2050;2110;2150;2230;2470;4890;5110,61161055,fta
2050;2110;2150;2230;2470;4890;5110,61161065,fta
2050;2110;2150;2230;2470;4890;5110,61161075,fta
2050;2110;2150;2230;2470;4890;5110,61161095,fta
2050;2110;2150;2230;2470;4890;5110,61169100,fta
2050;2110;2150;2230;2470;4890;5110,61169205,fta
2050;2110;2150;2230;2470;4890;5110,61169208,fta
2050;2110;2150;2230;2470;4890;5110,61169264,fta
2050;2110;2150;2230;2470;4890;5110,61169274,fta
2050;2110;2150;2230;2470;4890;5110,61169288,fta
2050;2110;2150;2230;2470;4890;5110,61169294,fta
2050;2110;2150;2230;2470;4890;5110,61169305,fta
2050;2110;2150;2230;2470;4890;5110,61169308,fta
2050;2110;2150;2230;2470;4890;5110,61169364,fta
2050;2110;2150;2230;2470;4890;5110,61169374,fta
2050;2110;2150;2230;2470;4890;5110,61169388,fta
2050;2110;2150;2230;2470;4890;5110,61169394,fta
2050;2110;2150;2230;2470;4890;5110,61169920,fta
2050;2110;2150;2230;2470;4890;5110,61169935,fta
2050;2110;2150;2230;2470;4890;5110,61169948,fta
2050;2110;2150;2230;2470;4890;5110,61169954,fta
2050;2110;2150;2230;2470;4890;5110,61169975,fta
2050;2110;2150;2230;2470;4890;5110,61169995,fta
2050;2110;2150;2230;2470;4890;5110,61171010,fta
2050;2110;2150;2230;2470;4890;5110,61171020,fta
2050;2110;2150;2230;2470;4890;5110,61171040,fta
2050;2110;2150;2230;2470;4890;5110,61171060,fta
2050;2110;2150;2230;2470;4890;5110,61178020,fta
2050;2110;2150;2230;2470;4890;5110,61178030,fta
2050;2110;2150;2230;2470;4890;5110,61178085,fta
2050;2110;2150;2230;2470;4890;5110,61178087,fta
2050;2110;2150;2230;2470;4890;5110,61178095,fta
2050;2110;2150;2230;2470;4890;5110,61179010,fta
2050;2110;2150;2230;2470;4890;5110,61179090,fta
2050;2110;2150;2230;2470;4890;5110,62012011,fta
2050;2110;2150;2230;2470;4890;5110,62012019,fta
2050;2110;2150;2230;2470;4890;5110,62012029,fta
2050;2110;2150;2230;2470;4890;5110,62012035,fta
2050;2110;2150;2230;2470;4890;5110,62012040,fta
2050;2110;2150;2230;2470;4890;5110,62013012,fta
2050;2110;2150;2230;2470;4890;5110,62013020,fta
2050;2110;2150;2230;2470;4890;5110,62013030,fta
2050;2110;2150;2230;2470;4890;5110,62013040,fta
2050;2110;2150;2230;2470;4890;5110,62013050,fta
2050;2110;2150;2230;2470;4890;5110,62013060,fta
2050;2110;2150;2230;2470;4890;5110,62013070,fta
2050;2110;2150;2230;2470;4890;5110,62013080,fta
2050;2110;2150;2230;2470;4890;5110,62014010,fta
2050;2110;2150;2230;2470;4890;5110,62014015,fta
2050;2110;2150;2230;2470;4890;5110,62014020,fta
2050;2110;2150;2230;2470;4890;5110,62014025,fta
2050;2110;2150;2230;2470;4890;5110,62014035,fta
2050;2110;2150;2230;2470;4890;5110,62014040,fta
2050;2110;2150;2230;2470;4890;5110,62014045,fta
2050;2110;2150;2230;2470;4890;5110,62014050,fta
2050;2110;2150;2230;2470;4890;5110,62014055,fta
2050;2110;2150;2230;2470;4890;5110,62014060,fta
2050;2110;2150;2230;2470;4890;5110,62014065,fta
2050;2110;2150;2230;2470;4890;5110,62014070,fta
2050;2110;2150;2230;2470;4890;5110,62014075,fta
2050;2110;2150;2230;2470;4890;5110,62019019,fta
2050;2110;2150;2230;2470;4890;5110,62019029,fta
2050;2110;2150;2230;2470;4890;5110,62019039,fta
2050;2110;2150;2230;2470;4890;5110,62019049,fta
2050;2110;2150;2230;2470;4890;5110,62019059,fta
2050;2110;2150;2230;2470;4890;5110,62019069,fta
2050;2110;2150;2230;2470;4890;5110,62022011,fta
2050;2110;2150;2230;2470;4890;5110,62022019,fta
2050;2110;2150;2230;2470;4890;5110,62022029,fta
2050;2110;2150;2230;2470;4890;5110,62022035,fta
2050;2110;2150;2230;2470;4890;5110,62022040,fta
2050;2110;2150;2230;2470;4890;5110,62023012,fta
2050;2110;2150;2230;2470;4890;5110,62023020,fta
2050;2110;2150;2230;2470;4890;5110,62023030,fta
2050;2110;2150;2230;2470;4890;5110,62023040,fta
2050;2110;2150;2230;2470;4890;5110,62023050,fta
2050;2110;2150;2230;2470;4890;5110,62023060,fta
2050;2110;2150;2230;2470;4890;5110,62023070,fta
2050;2110;2150;2230;2470;4890;5110,62023080,fta
2050;2110;2150;2230;2470;4890;5110,62024010,fta
2050;2110;2150;2230;2470;4890;5110,62024015,fta
2050;2110;2150;2230;2470;4890;5110,62024020,fta
2050;2110;2150;2230;2470;4890;5110,62024025,fta
2050;2110;2150;2230;2470;4890;5110,62024035,fta
2050;2110;2150;2230;2470;4890;5110,62024040,fta
2050;2110;2150;2230;2470;4890;5110,62024045,fta
2050;2110;2150;2230;2470;4890;5110,62024050,fta
2050;2110;2150;2230;2470;4890;5110,62024055,fta
2050;2110;2150;2230;2470;4890;5110,62024060,fta
2050;2110;2150;2230;2470;4890;5110,62024065,fta
2050;2110;2150;2230;2470;4890;5110,62024070,fta
2050;2110;2150;2230;2470;4890;5110,62024075,fta
2050;2110;2150;2230;2470;4890;5110,62029019,fta
2050;2110;2150;2230;2470;4890;5110,62029029,fta
2050;2110;2150;2230;2470;4890;5110,62029039,fta
2050;2110;2150;2230;2470;4890;5110,62029049,fta
2050;2110;2150;2230;2470;4890;5110,62029059,fta
2050;2110;2150;2230;2470;4890;5110,62029069,fta
2050;2110;2150;2230;2470;4890;5110,62031115,fta
2050;2110;2150;2230;2470;4890;5110,62031130,fta
2050;2110;2150;2230;2470;4890;5110,62031160,fta
2050;2110;2150;2230;2470;4890;5110,62031190,fta
2050;2110;2150;2230;2470;4890;5110,62031210,fta
2050;2110;2150;2230;2470;4890;5110,62031220,fta
2050;2110;2150;2230;2470;4890;5110,62031910,fta
2050;2110;2150;2230;2470;4890;5110,62031920,fta
2050;2110;2150;2230;2470;4890;5110,62031930,fta
2050;2110;2150;2230;2470;4890;5110,62031950,fta
2050;2110;2150;2230;2470;4890;5110,62031990,fta
2050;2110;2150;2230;2470;4890;5110,62032210,fta
2050;2110;2150;2230;2470;4890;5110,62032230,fta
2050;2110;2150;2230;2470;4890;5110,62032300,fta
2050;2110;2150;2230;2470;4890;5110,62032910,fta
2050;2110;2150;2230;2470;4890;5110,62032915,fta
2050;2110;2150;2230;2470;4890;5110,62032920,fta
2050;2110;2150;2230;2470;4890;5110,62032930,fta
2050;2110;2150;2230;2470;4890;5110,62033150,fta
2050;2110;2150;2230;2470;4890;5110,62033190,fta
2050;2110;2150;2230;2470;4890;5110,62033210,fta
2050;2110;2150;2230;2470;4890;5110,62033220,fta
2050;2110;2150;2230;2470;4890;5110,62033310,fta
2050;2110;2150;2230;2470;4890;5110,62033320,fta
2050;2110;2150;2230;2470;4890;5110,62033910,fta
2050;2110;2150;2230;2470;4890;5110,62033920,fta
2050;2110;2150;2230;2470;4890;5110,62033950,fta
2050;2110;2150;2230;2470;4890;5110,62033990,fta
2050;2110;2150;2230;2470;4890;5110,62034101,fta
2050;2110;2150;2230;2470;4890;5110,62034103,fta
2050;2110;2150;2230;2470;4890;5110,62034106,fta
2050;2110;2150;2230;2470;4890;5110,62034108,fta
2050;2110;2150;2230;2470;4890;5110,62034125,fta
2050;2110;2150;2230;2470;4890;5110,62034130,fta
2050;2110;2150;2230;2470;4890;5110,62034160,fta
2050;2110;2150;2230;2470;4890;5110,62034180,fta
2050;2110;2150;2230;2470;4890;5110,62034203,fta
2050;2110;2150;2230;2470;4890;5110,62034205,fta
2050;2110;2150;2230;2470;4890;5110,62034207,fta
2050;2110;2150;2230;2470;4890;5110,62034217,fta
2050;2110;2150;2230;2470;4890;5110,62034225,fta
2050;2110;2150;2230;2470;4890;5110,62034245,fta
2050;2110;2150;2230;2470;4890;5110,62034301,fta
2050;2110;2150;2230;2470;4890;5110,62034303,fta
2050;2110;2150;2230;2470;4890;5110,62034305,fta
2050;2110;2150;2230;2470;4890;5110,62034309,fta
2050;2110;2150;2230;2470;4890;5110,62034311,fta
2050;2110;2150;2230;2470;4890;5110,62034313,fta
2050;2110;2150;2230;2470;4890;5110,62034345,fta
2050;2110;2150;2230;2470;4890;5110,62034355,fta
2050;2110;2150;2230;2470;4890;5110,62034360,fta
2050;2110;2150;2230;2470;4890;5110,62034365,fta
2050;2110;2150;2230;2470;4890;5110,62034370,fta
2050;2110;2150;2230;2470;4890;5110,62034375,fta
2050;2110;2150;2230;2470;4890;5110,62034390,fta
2050;2110;2150;2230;2470;4890;5110,62034901,fta
2050;2110;2150;2230;2470;4890;5110,62034905,fta
2050;2110;2150;2230;2470;4890;5110,62034907,fta
2050;2110;2150;2230;2470;4890;5110,62034909,fta
2050;2110;2150;2230;2470;4890;5110,62034925,fta
2050;2110;2150;2230;2470;4890;5110,62034935,fta
2050;2110;2150;2230;2470;4890;5110,62034950,fta
2050;2110;2150;2230;2470;4890;5110,62034960,fta
2050;2110;2150;2230;2470;4890;5110,62034990,fta
2050;2110;2150;2230;2470;4890;5110,62041100,fta
2050;2110;2150;2230;2470;4890;5110,62041200,fta
2050;2110;2150;2230;2470;4890;5110,62041310,fta
2050;2110;2150;2230;2470;4890;5110,62041320,fta
2050;2110;2150;2230;2470;4890;5110,62041910,fta
2050;2110;2150;2230;2470;4890;5110,62041920,fta
2050;2110;2150;2230;2470;4890;5110,62041940,fta
2050;2110;2150;2230;2470;4890;5110,62041980,fta
2050;2110;2150;2230;2470;4890;5110,62042100,fta
2050;2110;2150;2230;2470;4890;5110,62042210,fta
2050;2110;2150;2230;2470;4890;5110,62042230,fta
2050;2110;2150;2230;2470;4890;5110,62042300,fta
2050;2110;2150;2230;2470;4890;5110,62042920,fta
2050;2110;2150;2230;2470;4890;5110,62042940,fta
2050;2110;2150;2230;2470;4890;5110,62043110,fta
2050;2110;2150;2230;2470;4890;5110,62043120,fta
2050;2110;2150;2230;2470;4890;5110,62043210,fta
2050;2110;2150;2230;2470;4890;5110,62043220,fta
2050;2110;2150;2230;2470;4890;5110,62043310,fta
2050;2110;2150;2230;2470;4890;5110,62043320,fta
2050;2110;2150;2230;2470;4890;5110,62043340,fta
2050;2110;2150;2230;2470;4890;5110,62043350,fta
2050;2110;2150;2230;2470;4890;5110,62043920,fta
2050;2110;2150;2230;2470;4890;5110,62043930,fta
2050;2110;2150;2230;2470;4890;5110,62043960,fta
2050;2110;2150;2230;2470;4890;5110,62043980,fta
2050;2110;2150;2230;2470;4890;5110,62044110,fta
2050;2110;2150;2230;2470;4890;5110,62044120,fta
2050;2110;2150;2230;2470;4890;5110,62044210,fta
2050;2110;2150;2230;2470;4890;5110,62044220,fta
2050;2110;2150;2230;2470;4890;5110,62044230,fta
2050;2110;2150;2230;2470;4890;5110,62044310,fta
2050;2110;2150;2230;2470;4890;5110,62044320,fta
2050;2110;2150;2230;2470;4890;5110,62044330,fta
2050;2110;2150;2230;2470;4890;5110,62044340,fta
2050;2110;2150;2230;2470;4890;5110,62044420,fta
2050;2110;2150;2230;2470;4890;5110,62044430,fta
2050;2110;2150;2230;2470;4890;5110,62044440,fta
2050;2110;2150;2230;2470;4890;5110,62044910,fta
2050;2110;2150;2230;2470;4890;5110,62044950,fta
2050;2110;2150;2230;2470;4890;5110,62045100,fta
2050;2110;2150;2230;2470;4890;5110,62045210,fta
2050;2110;2150;2230;2470;4890;5110,62045220,fta
2050;2110;2150;2230;2470;4890;5110,62045310,fta
2050;2110;2150;2230;2470;4890;5110,62045320,fta
2050;2110;2150;2230;2470;4890;5110,62045330,fta
2050;2110;2150;2230;2470;4890;5110,62045910,fta
2050;2110;2150;2230;2470;4890;5110,62045920,fta
2050;2110;2150;2230;2470;4890;5110,62045930,fta
2050;2110;2150;2230;2470;4890;5110,62045940,fta
2050;2110;2150;2230;2470;4890;5110,62046105,fta
2050;2110;2150;2230;2470;4890;5110,62046115,fta
2050;2110;2150;2230;2470;4890;5110,62046160,fta
2050;2110;2150;2230;2470;4890;5110,62046180,fta
2050;2110;2150;2230;2470;4890;5110,62046203,fta
2050;2110;2150;2230;2470;4890;5110,62046205,fta
2050;2110;2150;2230;2470;4890;5110,62046215,fta
2050;2110;2150;2230;2470;4890;5110,62046250,fta
2050;2110;2150;2230;2470;4890;5110,62046260,fta
2050;2110;2150;2230;2470;4890;5110,62046270,fta
2050;2110;2150;2230;2470;4890;5110,62046280,fta
2050;2110;2150;2230;2470;4890;5110,62046301,fta
2050;2110;2150;2230;2470;4890;5110,62046302,fta
2050;2110;2150;2230;2470;4890;5110,62046303,fta
2050;2110;2150;2230;2470;4890;5110,62046308,fta
2050;2110;2150;2230;2470;4890;5110,62046309,fta
2050;2110;2150;2230;2470;4890;5110,62046311,fta
2050;2110;2150;2230;2470;4890;5110,62046350,fta
2050;2110;2150;2230;2470;4890;5110,62046355,fta
2050;2110;2150;2230;2470;4890;5110,62046360,fta
2050;2110;2150;2230;2470;4890;5110,62046365,fta
2050;2110;2150;2230;2470;4890;5110,62046370,fta
2050;2110;2150;2230;2470;4890;5110,62046375,fta
2050;2110;2150;2230;2470;4890;5110,62046390,fta
2050;2110;2150;2230;2470;4890;5110,62046901,fta
2050;2110;2150;2230;2470;4890;5110,62046902,fta
2050;2110;2150;2230;2470;4890;5110,62046903,fta
2050;2110;2150;2230;2470;4890;5110,62046904,fta
2050;2110;2150;2230;2470;4890;5110,62046905,fta
2050;2110;2150;2230;2470;4890;5110,62046906,fta
2050;2110;2150;2230;2470;4890;5110,62046915,fta
2050;2110;2150;2230;2470;4890;5110,62046922,fta
2050;2110;2150;2230;2470;4890;5110,62046928,fta
2050;2110;2150;2230;2470;4890;5110,62046945,fta
2050;2110;2150;2230;2470;4890;5110,62046965,fta
2050;2110;2150;2230;2470;4890;5110,62046980,fta
2050;2110;2150;2230;2470;4890;5110,62052010,fta
2050;2110;2150;2230;2470;4890;5110,62052020,fta
2050;2110;2150;2230;2470;4890;5110,62053010,fta
2050;2110;2150;2230;2470;4890;5110,62053015,fta
2050;2110;2150;2230;2470;4890;5110,62053020,fta
2050;2110;2150;2230;2470;4890;5110,62059005,fta
2050;2110;2150;2230;2470;4890;5110,62059007,fta
2050;2110;2150;2230;2470;4890;5110,62059010,fta
2050;2110;2150;2230;2470;4890;5110,62059030,fta
2050;2110;2150;2230;2470;4890;5110,62059040,fta
2050;2110;2150;2230;2470;4890;5110,62061000,fta
2050;2110;2150;2230;2470;4890;5110,62062010,fta
2050;2110;2150;2230;2470;4890;5110,62062020,fta
2050;2110;2150;2230;2470;4890;5110,62062030,fta
2050;2110;2150;2230;2470;4890;5110,62063010,fta
2050;2110;2150;2230;2470;4890;5110,62063020,fta
2050;2110;2150;2230;2470;4890;5110,62063030,fta
2050;2110;2150;2230;2470;4890;5110,62064010,fta
2050;2110;2150;2230;2470;4890;5110,62064020,fta
2050;2110;2150;2230;2470;4890;5110,62064025,fta
2050;2110;2150;2230;2470;4890;5110,62064030,fta
2050;2110;2150;2230;2470;4890;5110,62069000,fta
2050;2110;2150;2230;2470;4890;5110,62071100,fta
2050;2110;2150;2230;2470;4890;5110,62071910,fta
2050;2110;2150;2230;2470;4890;5110,62071990,fta
2050;2110;2150;2230;2470;4890;5110,62072100,fta
2050;2110;2150;2230;2470;4890;5110,62072200,fta
2050;2110;2150;2230;2470;4890;5110,62072910,fta
2050;2110;2150;2230;2470;4890;5110,62072990,fta
2050;2110;2150;2230;2470;4890;5110,62079110,fta
2050;2110;2150;2230;2470;4890;5110,62079130,fta
2050;2110;2150;2230;2470;4890;5110,62079920,fta
2050;2110;2150;2230;2470;4890;5110,62079940,fta
2050;2110;2150;2230;2470;4890;5110,62079970,fta
2050;2110;2150;2230;2470;4890;5110,62079975,fta
2050;2110;2150;2230;2470;4890;5110,62079985,fta
2050;2110;2150;2230;2470;4890;5110,62079990,fta
2050;2110;2150;2230;2470;4890;5110,62081100,fta
2050;2110;2150;2230;2470;4890;5110,62081920,fta
2050;2110;2150;2230;2470;4890;5110,62081950,fta
2050;2110;2150;2230;2470;4890;5110,62081990,fta
2050;2110;2150;2230;2470;4890;5110,62082100,fta
2050;2110;2150;2230;2470;4890;5110,62082200,fta
2050;2110;2150;2230;2470;4890;5110,62082910,fta
2050;2110;2150;2230;2470;4890;5110,62082990,fta
2050;2110;2150;2230;2470;4890;5110,62089110,fta
2050;2110;2150;2230;2470;4890;5110,62089130,fta
2050;2110;2150;2230;2470;4890;5110,62089200,fta
2050;2110;2150;2230;2470;4890;5110,62089920,fta
2050;2110;2150;2230;2470;4890;5110,62089930,fta
2050;2110;2150;2230;2470;4890;5110,62089950,fta
2050;2110;2150;2230;2470;4890;5110,62089980,fta
2050;2110;2150;2230;2470;4890;5110,62092010,fta
2050;2110;2150;2230;2470;4890;5110,62092020,fta
2050;2110;2150;2230;2470;4890;5110,62092030,fta
2050;2110;2150;2230;2470;4890;5110,62092050,fta
2050;2110;2150;2230;2470;4890;5110,62093010,fta
2050;2110;2150;2230;2470;4890;5110,62093020,fta
2050;2110;2150;2230;2470;4890;5110,62093030,fta
2050;2110;2150;2230;2470;4890;5110,62099005,fta
2050;2110;2150;2230;2470;4890;5110,62099010,fta
2050;2110;2150;2230;2470;4890;5110,62099020,fta
2050;2110;2150;2230;2470;4890;5110,62099030,fta
2050;2110;2150;2230;2470;4890;5110,62099050,fta
2050;2110;2150;2230;2470;4890;5110,62099090,fta
2050;2110;2150;2230;2470;4890;5110,62101020,fta
2050;2110;2150;2230;2470;4890;5110,62101050,fta
2050;2110;2150;2230;2470;4890;5110,62101070,fta
2050;2110;2150;2230;2470;4890;5110,62101090,fta
2050;2110;2150;2230;2470;4890;5110,62102030,fta
2050;2110;2150;2230;2470;4890;5110,62102050,fta
2050;2110;2150;2230;2470;4890;5110,62102070,fta
2050;2110;2150;2230;2470;4890;5110,62102090,fta
2050;2110;2150;2230;2470;4890;5110,62103030,fta
2050;2110;2150;2230;2470;4890;5110,62103050,fta
2050;2110;2150;2230;2470;4890;5110,62103070,fta
