old_hts10,new_hts10,effective_date,change_type,partial,action_old,action_new,nomenclature,same_date_reuse,source_doc,source_doc_sha256,source_page,source_row_id,override_id
3921190000,3921190090,2025-01-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2025-01.pdf,48a5e8fb7bcb98cee0d2ac3757768f7a618bc8794da39dbc35358cf501cf337b,13,484f_2025-01.pdf#r0063;484f_2025-01.pdf#r0065,NA
4420110000,4420110010,2025-01-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2025-01.pdf,48a5e8fb7bcb98cee0d2ac3757768f7a618bc8794da39dbc35358cf501cf337b,16,484f_2025-01.pdf#r0069;484f_2025-01.pdf#r0070,NA
4420110000,4420110030,2025-01-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2025-01.pdf,48a5e8fb7bcb98cee0d2ac3757768f7a618bc8794da39dbc35358cf501cf337b,16,484f_2025-01.pdf#r0069;484f_2025-01.pdf#r0071,NA
4420110000,4420110090,2025-01-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2025-01.pdf,48a5e8fb7bcb98cee0d2ac3757768f7a618bc8794da39dbc35358cf501cf337b,16,484f_2025-01.pdf#r0069;484f_2025-01.pdf#r0072,NA
9401698031,9401698066,2025-01-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-01.pdf,48a5e8fb7bcb98cee0d2ac3757768f7a618bc8794da39dbc35358cf501cf337b,21,484f_2025-01.pdf#r0082;484f_2025-01.pdf#r0083,NA
9401698031,9401698068,2025-01-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-01.pdf,48a5e8fb7bcb98cee0d2ac3757768f7a618bc8794da39dbc35358cf501cf337b,21,484f_2025-01.pdf#r0082;484f_2025-01.pdf#r0084,NA
9401698031,9401698090,2025-01-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-01.pdf,48a5e8fb7bcb98cee0d2ac3757768f7a618bc8794da39dbc35358cf501cf337b,21,484f_2025-01.pdf#r0082;484f_2025-01.pdf#r0085,NA
9403608081,9403608089,2025-01-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-01.pdf,48a5e8fb7bcb98cee0d2ac3757768f7a618bc8794da39dbc35358cf501cf337b,21,484f_2025-01.pdf#r0086;484f_2025-01.pdf#r0087,NA
9403608081,9403608093,2025-01-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-01.pdf,48a5e8fb7bcb98cee0d2ac3757768f7a618bc8794da39dbc35358cf501cf337b,21,484f_2025-01.pdf#r0086;484f_2025-01.pdf#r0088,NA
0901110045,0901110035,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,2,484f_2025-07.pdf#r0001;484f_2025-07.pdf#r0003,NA
0901110045,0901110050,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,2,484f_2025-07.pdf#r0003;484f_2025-07.pdf#r0004,NA
0901110055,0901110040,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,2,484f_2025-07.pdf#r0002;484f_2025-07.pdf#r0005,NA
0901110055,0901110065,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,2,484f_2025-07.pdf#r0005;484f_2025-07.pdf#r0006,NA
0901120015,0901120020,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,2,484f_2025-07.pdf#r0007;484f_2025-07.pdf#r0008,NA
0901120015,0901120040,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,2,484f_2025-07.pdf#r0007;484f_2025-07.pdf#r0011,NA
0901120015,0901120060,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,2,484f_2025-07.pdf#r0007;484f_2025-07.pdf#r0013,NA
0901120025,0901120035,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,2,484f_2025-07.pdf#r0009;484f_2025-07.pdf#r0010,NA
0901120025,0901120055,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,2,484f_2025-07.pdf#r0009;484f_2025-07.pdf#r0012,NA
0901120025,0901120075,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,2,484f_2025-07.pdf#r0009;484f_2025-07.pdf#r0014,NA
0901210035,0901210015,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,3,484f_2025-07.pdf#r0015;484f_2025-07.pdf#r0019,NA
0901210035,0901210025,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,3,484f_2025-07.pdf#r0017;484f_2025-07.pdf#r0019,NA
0901210035,0901210040,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,3,484f_2025-07.pdf#r0019;484f_2025-07.pdf#r0020,NA
0901210045,0901210020,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,3,484f_2025-07.pdf#r0016;484f_2025-07.pdf#r0021,NA
0901210045,0901210029,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,3,484f_2025-07.pdf#r0018;484f_2025-07.pdf#r0021,NA
0901210045,0901210049,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,3,484f_2025-07.pdf#r0021;484f_2025-07.pdf#r0022,NA
