old_hts10,new_hts10,effective_date,change_type,partial,action_old,action_new,nomenclature,same_date_reuse,source_doc,source_doc_sha256,source_page,source_row_id,override_id
0901220045,0901220040,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,3,484f_2025-07.pdf#r0023;484f_2025-07.pdf#r0024,NA
0901220045,0901220050,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,3,484f_2025-07.pdf#r0024;484f_2025-07.pdf#r0025,NA
0901220045,0901220055,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,3,484f_2025-07.pdf#r0024;484f_2025-07.pdf#r0026,NA
0901220060,0901220065,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,3,484f_2025-07.pdf#r0027;484f_2025-07.pdf#r0028,NA
0901220060,0901220070,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,3,484f_2025-07.pdf#r0027;484f_2025-07.pdf#r0029,NA
0901220060,0901220075,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,3,484f_2025-07.pdf#r0027;484f_2025-07.pdf#r0030,NA
0901220060,0901220080,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,3,484f_2025-07.pdf#r0027;484f_2025-07.pdf#r0031,NA
0901220060,0901220090,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,3,484f_2025-07.pdf#r0027;484f_2025-07.pdf#r0032,NA
2825600000,2825600010,2025-07-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,4,484f_2025-07.pdf#r0033;484f_2025-07.pdf#r0034,NA
2825600000,2825600020,2025-07-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,4,484f_2025-07.pdf#r0033;484f_2025-07.pdf#r0035,NA
2825600000,2825600050,2025-07-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,4,484f_2025-07.pdf#r0033;484f_2025-07.pdf#r0036,NA
2827399000,2827399010,2025-07-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,4,484f_2025-07.pdf#r0037;484f_2025-07.pdf#r0038,NA
2827399000,2827399050,2025-07-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,4,484f_2025-07.pdf#r0037;484f_2025-07.pdf#r0039,NA
2836995000,2836995010,2025-07-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,5,484f_2025-07.pdf#r0040;484f_2025-07.pdf#r0041,NA
2836995000,2836995050,2025-07-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,5,484f_2025-07.pdf#r0040;484f_2025-07.pdf#r0042,NA
2842909000,2842909010,2025-07-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,6,484f_2025-07.pdf#r0043;484f_2025-07.pdf#r0044,NA
2842909000,2842909050,2025-07-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,6,484f_2025-07.pdf#r0043;484f_2025-07.pdf#r0045,NA
2930904395,2930904330,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,6,484f_2025-07.pdf#r0046;484f_2025-07.pdf#r0048,NA
2930904395,2930904390,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,6,484f_2025-07.pdf#r0047;484f_2025-07.pdf#r0048,NA
7013371010,7013371001,2025-07-01,merge,FALSE,Discontinued,NA,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,8,484f_2025-07.pdf#r0053,NA
7013371090,7013371001,2025-07-01,merge,FALSE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,8,484f_2025-07.pdf#r0052;484f_2025-07.pdf#r0054,NA
7013994010,7013994001,2025-07-01,merge,FALSE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,8,484f_2025-07.pdf#r0055;484f_2025-07.pdf#r0056,NA
7013994090,7013994001,2025-07-01,merge,FALSE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,8,484f_2025-07.pdf#r0055;484f_2025-07.pdf#r0057,NA
7113195090,7113195091,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,9,484f_2025-07.pdf#r0058;484f_2025-07.pdf#r0059,NA
7113195090,7113195095,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,9,484f_2025-07.pdf#r0058;484f_2025-07.pdf#r0060,NA
7308200020,7308200030,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,10,484f_2025-07.pdf#r0061;484f_2025-07.pdf#r0062,NA
7308200020,7308200035,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,10,484f_2025-07.pdf#r0061;484f_2025-07.pdf#r0063,NA
7310210050,7310210070,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,11,484f_2025-07.pdf#r0064;484f_2025-07.pdf#r0065,NA
7310210050,7310210075,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,11,484f_2025-07.pdf#r0064;484f_2025-07.pdf#r0066,NA
7601106030,7601106040,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,11,484f_2025-07.pdf#r0067;484f_2025-07.pdf#r0068,NA
7601106030,7601106045,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,11,484f_2025-07.pdf#r0067;484f_2025-07.pdf#r0069,NA
7612901030,7612901040,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,13,484f_2025-07.pdf#r0070;484f_2025-07.pdf#r0071,NA
7612901030,7612901045,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,13,484f_2025-07.pdf#r0070;484f_2025-07.pdf#r0072,NA
8309900010,8309900020,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,14,484f_2025-07.pdf#r0073;484f_2025-07.pdf#r0074,NA
8309900010,8309900025,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,14,484f_2025-07.pdf#r0073;484f_2025-07.pdf#r0075,NA
8309900090,8309900080,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,14,484f_2025-07.pdf#r0076;484f_2025-07.pdf#r0078,NA
8309900090,8309900085,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,14,484f_2025-07.pdf#r0077;484f_2025-07.pdf#r0078,NA
8412909081,8412909070,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,15,484f_2025-07.pdf#r0079;484f_2025-07.pdf#r0081,NA
8412909081,8412909075,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,15,484f_2025-07.pdf#r0080;484f_2025-07.pdf#r0081,NA
8418100075,8418100080,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,16,484f_2025-07.pdf#r0082;484f_2025-07.pdf#r0083,NA
8418100075,8418100085,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,16,484f_2025-07.pdf#r0082;484f_2025-07.pdf#r0084,NA
8483405050,8483405020,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,18,484f_2025-07.pdf#r0085;484f_2025-07.pdf#r0086,NA
8483405050,8483405080,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,18,484f_2025-07.pdf#r0086;484f_2025-07.pdf#r0087,NA
8483905090,8483905020,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,19,484f_2025-07.pdf#r0088;484f_2025-07.pdf#r0090,NA
8483905090,8483905080,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,19,484f_2025-07.pdf#r0089;484f_2025-07.pdf#r0090,NA
8501640121,8501640110,2025-07-01,merge,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,20,484f_2025-07.pdf#r0091;484f_2025-07.pdf#r0092,NA
8501640130,8501640110,2025-07-01,many_to_many,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,20,484f_2025-07.pdf#r0091;484f_2025-07.pdf#r0093,NA
8501640130,8501640135,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,20,484f_2025-07.pdf#r0093;484f_2025-07.pdf#r0094,NA
8501640150,8501640110,2025-07-01,many_to_many,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,20,484f_2025-07.pdf#r0091;484f_2025-07.pdf#r0095,NA
8501640150,8501640155,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,20,484f_2025-07.pdf#r0095;484f_2025-07.pdf#r0096,NA
8542390060,8542390070,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,21,484f_2025-07.pdf#r0097;484f_2025-07.pdf#r0098,NA
8542390060,8542390090,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,21,484f_2025-07.pdf#r0097;484f_2025-07.pdf#r0099,NA
8607301000,8607301010,2025-07-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,22,484f_2025-07.pdf#r0100;484f_2025-07.pdf#r0101,NA
8607301000,8607301050,2025-07-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,22,484f_2025-07.pdf#r0100;484f_2025-07.pdf#r0102,NA
8607301000,8607301090,2025-07-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,22,484f_2025-07.pdf#r0100;484f_2025-07.pdf#r0103,NA
9401999081,9401999030,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,23,484f_2025-07.pdf#r0104;484f_2025-07.pdf#r0106,NA
9401999081,9401999070,2025-07-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2025-07.pdf,ec250db11b44c8d1b6254c2387167ee85f737d7223809d0c1845fc10e6fc8f78,23,484f_2025-07.pdf#r0105;484f_2025-07.pdf#r0106,NA
0201305085,0201305091,2026-02-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,1,484f_2026-01.pdf#r0001;484f_2026-01.pdf#r0002,NA
0201305085,0201305097,2026-02-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,1,484f_2026-01.pdf#r0001;484f_2026-01.pdf#r0003,NA
0202305085,0202305091,2026-02-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,2,484f_2026-01.pdf#r0004;484f_2026-01.pdf#r0005,NA
0202305085,0202305097,2026-02-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,2,484f_2026-01.pdf#r0004;484f_2026-01.pdf#r0006,NA
0202308000,0202308015,2026-02-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,2,484f_2026-01.pdf#r0007;484f_2026-01.pdf#r0008,NA
0202308000,0202308025,2026-02-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,2,484f_2026-01.pdf#r0007;484f_2026-01.pdf#r0009,NA
0709510100,0709510110,2026-02-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,3,484f_2026-01.pdf#r0010;484f_2026-01.pdf#r0011,NA
0709510100,0709510150,2026-02-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,3,484f_2026-01.pdf#r0010;484f_2026-01.pdf#r0012,NA
0709700000,0709700010,2026-02-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,3,484f_2026-01.pdf#r0013;484f_2026-01.pdf#r0014,NA
0709700000,0709700050,2026-02-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,3,484f_2026-01.pdf#r0013;484f_2026-01.pdf#r0015,NA
0710809724,0710809723,2026-02-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,4,484f_2026-01.pdf#r0016;484f_2026-01.pdf#r0017,NA
0710809724,0710809725,2026-02-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,4,484f_2026-01.pdf#r0017;484f_2026-01.pdf#r0018,ovr_2026-01_0710809724_to_0709809725
0804306000,0804306010,2026-02-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,5,484f_2026-01.pdf#r0019;484f_2026-01.pdf#r0020,NA
0804306000,0804306090,2026-02-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,5,484f_2026-01.pdf#r0019;484f_2026-01.pdf#r0021,NA
0804508010,0804508020,2026-02-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,5,484f_2026-01.pdf#r0022;484f_2026-01.pdf#r0023,NA
0804508010,0804508040,2026-02-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,5,484f_2026-01.pdf#r0022;484f_2026-01.pdf#r0024,NA
0811100070,0811100075,2026-02-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,6,484f_2026-01.pdf#r0025;484f_2026-01.pdf#r0026,NA
0811100070,0811100085,2026-02-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,6,484f_2026-01.pdf#r0025;484f_2026-01.pdf#r0027,NA
0811902024,0811902025,2026-02-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,7,484f_2026-01.pdf#r0028;484f_2026-01.pdf#r0029,NA
0811902024,0811902027,2026-02-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,7,484f_2026-01.pdf#r0028;484f_2026-01.pdf#r0030,NA
0811905000,0811905010,2026-02-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,7,484f_2026-01.pdf#r0031;484f_2026-01.pdf#r0032,NA
0811905000,0811905090,2026-02-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,7,484f_2026-01.pdf#r0031;484f_2026-01.pdf#r0033,NA
0811905200,0811905210,2026-02-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,8,484f_2026-01.pdf#r0034;484f_2026-01.pdf#r0035,NA
0811905200,0811905290,2026-02-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,8,484f_2026-01.pdf#r0034;484f_2026-01.pdf#r0036,NA
1104120000,1104120010,2026-02-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,8,484f_2026-01.pdf#r0037;484f_2026-01.pdf#r0038,NA
1104120000,1104120090,2026-02-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,8,484f_2026-01.pdf#r0037;484f_2026-01.pdf#r0039,NA
1513190000,1513190030,2026-02-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,9,484f_2026-01.pdf#r0043;484f_2026-01.pdf#r0044,NA
1513190000,1513190090,2026-02-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,9,484f_2026-01.pdf#r0043;484f_2026-01.pdf#r0045,NA
1801000000,1801000010,2026-02-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,10,484f_2026-01.pdf#r0046;484f_2026-01.pdf#r0047,NA
1801000000,1801000090,2026-02-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,10,484f_2026-01.pdf#r0046;484f_2026-01.pdf#r0048,NA
2008991000,2008991010,2026-02-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,10,484f_2026-01.pdf#r0049;484f_2026-01.pdf#r0050,NA
2008991000,2008991090,2026-02-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,10,484f_2026-01.pdf#r0049;484f_2026-01.pdf#r0051,ovr_2026-01_2008991000_to_2008191090
2008999190,2008999150,2026-02-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,11,484f_2026-01.pdf#r0052;484f_2026-01.pdf#r0054,NA
2008999190,2008999155,2026-02-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,11,484f_2026-01.pdf#r0053;484f_2026-01.pdf#r0054,NA
2008999190,2008999195,2026-02-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,11,484f_2026-01.pdf#r0054;484f_2026-01.pdf#r0055,NA
2009790020,2009790040,2026-02-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,12,484f_2026-01.pdf#r0056;484f_2026-01.pdf#r0057,NA
2009790020,2009790060,2026-02-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,12,484f_2026-01.pdf#r0056;484f_2026-01.pdf#r0058,NA
2009897091,2009897095,2026-02-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,12,484f_2026-01.pdf#r0059;484f_2026-01.pdf#r0060,NA
2009897091,2009897097,2026-02-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,12,484f_2026-01.pdf#r0059;484f_2026-01.pdf#r0061,NA
2009897091,2009897099,2026-02-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,12,484f_2026-01.pdf#r0059;484f_2026-01.pdf#r0062,NA
2202999120,2202999130,2026-02-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,13,484f_2026-01.pdf#r0063;484f_2026-01.pdf#r0064,NA
2202999120,2202999135,2026-02-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,13,484f_2026-01.pdf#r0063;484f_2026-01.pdf#r0065,NA
2202999120,2202999190,2026-02-01,split,TRUE,Discontinued,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,13,484f_2026-01.pdf#r0063;484f_2026-01.pdf#r0066,NA
2404120500,2404120510,2026-02-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,14,484f_2026-01.pdf#r0067;484f_2026-01.pdf#r0068,NA
2404120500,2404120590,2026-02-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,14,484f_2026-01.pdf#r0067;484f_2026-01.pdf#r0069,NA
2404121000,2404121010,2026-02-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,14,484f_2026-01.pdf#r0070;484f_2026-01.pdf#r0071,NA
2404121000,2404121090,2026-02-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,14,484f_2026-01.pdf#r0070;484f_2026-01.pdf#r0072,NA
2404190500,2404190510,2026-02-01,split,TRUE,Annotated,Established,HTS,FALSE,484f_2026-01.pdf,6c15b74b65a692c53a3e8072051c8fc0991ff72e16850f059f571cc07c099968,15,484f_2026-01.pdf#r0073;484f_2026-01.pdf#r0074,NA
