hts10,cty_code,usmca_share,total_value,usmca_value
0506900020,1220,0,42525,0
0506900040,1220,0,296411,0
0506900040,2010,0,5670,0
0507100000,1220,0,35000,0
0507900090,1220,0,221228,0
0508000000,2010,0,13801,0
0510004020,2010,0,76204,0
0510004040,2010,0,70660,0
0511100010,1220,0,3806221,0
0511100090,1220,0,50976,0
0511910090,1220,0,1004148,0
0511910090,2010,0,218070,0
0511992000,1220,0,610197,0
0511992000,2010,0,5608671,0
0511993060,1220,0,4618261,0
0511993060,2010,0,9356,0
0511994024,1220,1,54142,54142
0511994030,1220,1,307723,307723
0511994070,1220,0.9747200476955777,154312,150411
0511994070,2010,1,44120,44120
0601104500,1220,1,65795,65795
0601109080,1220,1,94926,94926
0601209000,1220,1,855868,855868
0602100000,2010,1,1868053,1868053
0602200000,1220,0,474173,0
0602200000,2010,0,135845,0
0602300000,1220,1,11977,11977
0602400000,1220,0,2039273,0
0602902000,1220,0,1788187,0
0602903010,1220,1,932407,932407
0602903090,1220,1,1352571,1352571
0602904000,1220,1,607424,607424
0602905000,1220,1,103363,103363
0602906010,1220,0.9986863075679662,4099133,4093748
0602906020,1220,1,158448,158448
0602906090,1220,1,12808233,12808233
0602909010,1220,1,108684,108684
0602909090,1220,1,1789418,1789418
0602909090,2010,1,23486,23486
0603110030,2010,1,2250,2250
0603110050,2010,1,196941,196941
0603130060,1220,1,2029,2029
0603140020,1220,1,77155,77155
0603140020,2010,1,66778,66778
0603150000,1220,1,72253,72253
0603150000,2010,1,177695,177695
0603190109,2010,1,41789,41789
0603190117,1220,1,26182,26182
0603190118,1220,1,1560980,1560980
0603190118,2010,1,101131,101131
0603190119,2010,1,43849,43849
0603190125,1220,1,36376,36376
0603190129,1220,1,470032,470032
0603190129,2010,1,4641,4641
0603190131,1220,1,3433110,3433110
0603190135,1220,1,221903,221903
0603190140,1220,1,665159,665159
0603190140,2010,1,49996,49996
0603190141,1220,1,9072,9072
0603190141,2010,1,10380,10380
0603190143,1220,1,78032,78032
0603190143,2010,1,19629,19629
0603190145,1220,1,2149,2149
0603190197,1220,1,862476,862476
0603190197,2010,1,1405197,1405197
0603900000,2010,1,1075005,1075005
0604200072,2010,0,24802,0
0604200086,1220,0,21615,0
0604200086,2010,0,90349,0
0604901000,1220,0,23765,0
0604903000,1220,0,23229,0
0604903000,2010,0,1287957,0
0604906000,1220,1,18793,18793
0604906000,2010,1,82050,82050
0701100040,1220,1,118302,118302
0701901060,1220,1,4446524,4446524
0701905005,1220,1,28600,28600
0701905017,1220,1,3929374,3929374
0701905017,2010,1,2435,2435
0701905021,1220,1,2605122,2605122
0701905037,1220,1,332853,332853
0701905041,1220,1,3624552,3624552
0701905046,1220,1,1577502,1577502
0701905056,1220,1,277660,277660
0701905066,1220,1,1194549,1194549
0701905076,1220,1,183472,183472
0702002002,1220,1,1271970,1271970
0702002002,2010,0.9979313597783366,3913682,3905586
0702002004,1220,1,95589,95589
0702002004,2010,1,1320645,1320645
0702002006,1220,0.9881489859736685,1589653,1570814
0702002006,2010,1,1938791,1938791
0702002008,1220,1,3660256,3660256
0702002008,2010,1,2179949,2179949
0702002019,1220,1,1944508,1944508
0702002019,2010,1,4700867,4700867
0702002026,1220,1,3731703,3731703
0702002026,2010,1,32087943,32087943
0702002032,1220,1,7560467,7560467
0702002032,2010,0.9994571821806899,20073033,20062137
0702002036,1220,1,18760807,18760807
0702002036,2010,1,17636075,17636075
0702002042,1220,1,33053948,33053948
0702002042,2010,1,21496111,21496111
0702002043,2010,1,1342185,1342185
0702002044,2010,1,432414,432414
0702002048,2010,1,79694,79694
0702002050,2010,1,725369,725369
0702002052,2010,1,972697,972697
0702002062,2010,1,2800399,2800399
0702002066,2010,1,55306111,55306111
0702002081,2010,1,7322321,7322321
0702002092,2010,1,1445570,1445570
0703102000,1220,1,2618,2618
0703102000,2010,0.9985850353531048,1665766,1663409
0703104025,1220,1,36231,36231
0703104025,2010,1,286315,286315
0703104045,2010,1,87853,87853
0703104055,1220,1,287029,287029
0703104055,2010,1,1754453,1754453
0703104060,2010,1,1658349,1658349
0703104064,1220,1,1051663,1051663
0703104064,2010,1,4472459,4472459
0703104066,1220,1,7000,7000
0703104066,2010,1,3024,3024
0703104068,1220,1,249851,249851
0703104068,2010,1,3608147,3608147
0703104070,1220,1,371333,371333
0703104070,2010,1,915196,915196
0703104075,1220,1,197800,197800
0703104075,2010,1,7764681,7764681
0703200005,2010,1,314337,314337
0703200015,2010,1,4770556,4770556
0703200020,2010,1,626260,626260
0703200090,1220,1,61320,61320
0703200090,2010,1,2220479,2220479
0703900020,1220,1,46359,46359
0703900020,2010,1,4146484,4146484
0703900040,1220,1,314266,314266
0703900040,2010,1,1150425,1150425
0704102000,1220,1,1447620,1447620
0704102000,2010,1,399407,399407
0704104000,1220,1,7350,7350
0704104000,2010,1,2619753,2619753
0704106000,2010,1,1482165,1482165
0704200000,1220,1,52245,52245
0704200000,2010,1,4078664,4078664
0704902000,1220,1,925470,925470
0704902000,2010,1,2471179,2471179
0704904015,1220,1,1339055,1339055
0704904015,2010,1,1049939,1049939
0704904022,2010,1,1881158,1881158
0704904024,1220,1,100110,100110
0704904024,2010,1,10758046,10758046
0704904028,2010,1,29978,29978
0704904035,1220,1,38288,38288
0704904035,2010,1,198727,198727
0704904045,1220,1,283233,283233
0704904045,2010,1,765572,765572
0704904055,1220,1,1413905,1413905
0704904055,2010,1,486919,486919
0705112000,1220,1,1894285,1894285
0705112000,2010,1,2797328,2797328
0705192020,1220,1,2215987,2215987
0705192020,2010,1,3612078,3612078
0705192040,1220,1,555932,555932
0705192060,1220,1,1645778,1645778
0705192060,2010,1,118483,118483
0705192080,1220,1,976280,976280
0705192080,2010,1,4836012,4836012
0705194020,1220,1,5148,5148
0705194020,2010,1,3229033,3229033
0705194040,1220,1,22624,22624
0705194060,1220,1,14789,14789
0705194060,2010,0.9896266238449186,1039970,1029182
0705194080,1220,1,80016,80016
0705194080,2010,1,2630407,2630407
0705210000,1220,1,9415,9415
0705290000,1220,1,16126,16126
0705290000,2010,1,74062,74062
0706100500,2010,1,533672,533672
0706101000,1220,1,12014,12014
0706101000,2010,1,173960,173960
0706102000,1220,1,811078,811078
0706102000,2010,1,6428227,6428227
0706104000,1220,0,5012,0
0706104000,2010,0,40140,0
0706902000,1220,0.9750666844025008,714185,696378
0706902000,2010,1,810342,810342
0706903000,1220,1,200047,200047
0706903000,2010,1,758079,758079
0706904020,1220,1,2040,2040
0706904040,1220,1,45659,45659
0706904040,2010,1,496481,496481
0707005005,1220,1,10524,10524
0707005005,2010,1,5289,5289
0707005022,1220,1,987506,987506
0707005022,2010,1,1993534,1993534
0707005024,1220,1,2147501,2147501
0707005024,2010,1,4198572,4198572
0707005026,1220,1,2061967,2061967
0707005026,2010,1,1786911,1786911
0707005030,1220,1,20065102,20065102
0707005030,2010,1,1827839,1827839
0707005050,1220,1,11443717,11443717
0707005050,2010,1,1511983,1511983
0707005060,1220,1,17407303,17407303
0707005060,2010,1,6895659,6895659
0707005070,1220,1,60526,60526
0707005070,2010,1,2924399,2924399
0707005085,1220,1,10120,10120
0707005085,2010,0.9980019581377415,19747334,19707878
0708102040,2010,1,10731,10731
0708104020,1220,1,66180,66180
0708104020,2010,1,400436,400436
0708104040,2010,1,1230190,1230190
0708104060,1220,1,12654,12654
0708104060,2010,1,2996,2996
0708202005,1220,0,45709,0
0708202005,2010,0,191228,0
0708202010,2010,0,4624,0
0708209005,2010,1,181954,181954
0708209020,2010,1,95983,95983
0708209040,2010,1,2112129,2112129
0708209060,2010,0.9965983760971452,6173522,6152522
0708900500,1220,1,4180,4180
0708900500,2010,1,19761,19761
0708901500,1220,1,97412,97412
0708904000,1220,1,12665,12665
0708904000,2010,1,299791,299791
0709209010,1220,1,9028,9028
0709209040,1220,1,288552,288552
0709209040,2010,1,4214003,4214003
0709209070,1220,1,6758117,6758117
0709209070,2010,1,16883146,16883146
0709302020,2010,1,517762,517762
0709302040,1220,0.9374237012253018,221170,207330
0709302040,2010,1,427144,427144
0709302060,1220,1,543096,543096
0709302060,2010,1,1221395,1221395
0709402000,1220,1,356843,356843
0709402000,2010,1,635602,635602
0709404020,2010,1,1948336,1948336
0709404040,1220,1,40142,40142
0709404040,2010,1,1608177,1608177
0709406040,2010,1,93577,93577
0709510100,1220,1,26484294,26484294
0709510100,2010,1,1592763,1592763
0709540000,1220,1,230260,230260
0709599100,1220,1,1004311,1004311
0709599100,2010,1,71113,71113
0709602010,1220,1,18645,18645
0709602010,2010,1,77896,77896
0709602020,2010,1,9763847,9763847
0709602030,1220,1,53832,53832
0709602030,2010,1,7096624,7096624
0709602040,2010,1,1805850,1805850
0709602050,2010,1,2861002,2861002
0709602060,2010,1,2572595,2572595
0709602070,1220,1,6200,6200
0709602070,2010,1,5822893,5822893
0709604005,1220,1,37546,37546
0709604005,2010,1,78120,78120
0709604007,1220,1,2671179,2671179
0709604007,2010,1,1235843,1235843
0709604009,1220,1,717081,717081
0709604009,2010,1,454087,454087
0709604011,1220,1,888103,888103
0709604011,2010,1,513445,513445
0709604013,1220,1,1902949,1902949
0709604013,2010,1,1062605,1062605
0709604017,1220,1,23638,23638
0709604017,2010,1,334934,334934
0709604022,1220,1,16148947,16148947
0709604022,2010,1,4403084,4403084
0709604027,1220,1,7631370,7631370
0709604027,2010,1,1987136,1987136
0709604032,1220,1,7665236,7665236
0709604032,2010,1,4623484,4623484
0709604037,1220,1,18868172,18868172
0709604037,2010,1,17455388,17455388
0709604055,1220,1,151645,151645
0709604055,2010,1,6141155,6141155
0709604060,2010,1,91234,91234
0709604063,2010,1,14803,14803
0709604066,2010,1,12194,12194
0709604069,2010,1,5431,5431
0709604074,2010,1,68759,68759
0709604078,1220,1,2652,2652
0709604078,2010,0.99601024329072,1989595,1981657
0709604081,1220,1,20714,20714
0709604081,2010,1,2091486,2091486
0709604084,1220,1,12175,12175
0709604084,2010,1,286195,286195
0709604087,1220,1,5253,5253
0709604087,2010,1,144912,144912
0709604091,2010,1,138960,138960
0709604095,1220,1,80491,80491
0709604095,2010,1,1036363,1036363
0709700000,1220,1,2077561,2077561
0709700000,2010,1,3478738,3478738
0709931000,2010,1,94654,94654
0709932020,2010,1,1679230,1679230
0709932022,2010,1,827097,827097
0709932028,2010,1,140352,140352
0709932030,2010,1,290807,290807
0709932032,2010,1,25986,25986
0709932035,2010,1,69960,69960
0709932038,2010,1,39226,39226
0709932055,1220,1,828080,828080
0709932055,2010,1,2132392,2132392
0709932060,2010,1,2850953,2850953
0709932065,2010,1,579939,579939
0709932070,2010,1,567101,567101
0709932075,2010,1,251361,251361
0709932080,2010,1,794763,794763
0709932085,2010,1,198422,198422
0709932090,1220,1,11894,11894
0709932090,2010,0.9903911336728098,5328204,5277006
0709933000,2010,1,492611,492611
0709990500,2010,1,1505503,1505503
0709991000,2010,1,2142353,2142353
0709991400,2010,1,1866954,1866954
0709993000,1220,1,80255,80255
0709994500,2010,1,1149751,1149751
0709999005,2010,1,169344,169344
0709999010,1220,1,411163,411163
0709999010,2010,1,5418870,5418870
0709999030,2010,1,1375561,1375561
0709999085,1220,1,432092,432092
0709999085,2010,0.9983661792770226,3627693,3621766
0710100000,1220,1,26683,26683
0710214000,1220,1,987627,987627
0710214000,2010,1,192256,192256
0710221500,1220,1,151607,151607
0710222500,1220,1,345051,345051
0710222500,2010,1,70178,70178
0710223700,1220,1,1076165,1076165
0710223700,2010,1,457818,457818
0710224010,1220,1,528992,528992
0710224010,2010,1,10265,10265
0710224090,1220,1,6968,6968
0710290500,1220,1,296844,296844
0710291500,1220,1,226437,226437
0710294000,1220,1,208762,208762
0710300000,1220,1,9270,9270
0710300000,2010,1,1169303,1169303
0710400000,1220,1,2470738,2470738
0710400000,2010,1,295089,295089
0710802000,1220,1,1328924,1328924
0710806500,1220,1,6790,6790
0710806500,2010,1,2356,2356
0710807040,1220,1,1114917,1114917
0710807040,2010,1,32076,32076
0710807060,1220,1,19827,19827
0710807060,2010,1,1396308,1396308
0710809722,1220,1,52024,52024
0710809722,2010,1,1624202,1624202
0710809724,2010,1,7326493,7326493
0710809726,1220,1,12997,12997
0710809726,2010,1,13884646,13884646
0710809730,1220,1,257789,257789
0710809730,2010,1,2794595,2794595
0710809765,1220,1,3018050,3018050
