hts10,country,s232_annex,months,realized_vw,T_full_vw,T_us_vw,T_exit_vw,share_full,share_us_origin,share_exit,share_unexplained,share_ambiguous,z0_raw_vw,u_raw_vw,any_partial_month,con_val
8503006500,5330,annex_1b,2,0.24840797502720072,0.27999999999999997,0.13000000000000006,0.13,1,0,0,0,0,0.21061349981866215,0.2106134998186622,TRUE,4435546
8503009520,4280,annex_1b,2,0.20307827943751275,0.27809006338136444,0.12809006338136444,0.12809006338136444,0.3991927746567319,0.600807225343268,0,0,0.600807225343268,0.5000785596256778,0.5000785596256778,TRUE,4434945
7318290000,5330,annex_1a,2,0.5147136227692777,0.5199575925204667,0.1199575925204667,0.11995759252046669,1,0,0,0,0,0.01310992437797246,0.01310992437797246,TRUE,4434326
7419805050,4759,annex_1a,2,0.48495150209692,0.5,0.1,0.1,1,0,0,0,0,0.037621244757700054,0.037621244757700054,TRUE,4431738
8433200040,4280,annex_1b,2,0.032856835944199615,0.25,0.1,0.1,0,0,0,1,0,1.447621093705336,1.447621093705336,TRUE,4431224
8302603000,5700,annex_1b,2,0.49107785330213016,0.5149659365974275,0.3649659365974275,0.2649659365974276,1,0,0,0,0,0.0955523331811894,0.15925388863531562,TRUE,4429035
8429521030,4279,annex_1b,2,0.23715237158473898,0.25,0.1,0.1,0.8577908000629216,0,0,0.14220919993707837,0,0.08565085610174007,0.08565085610174007,TRUE,4424552
7314315010,1220,annex_1a,2,0.3039480865263764,0.5,0.10000000000000002,0,0,0,0,1,0,0.39210382694724716,0.4901297836840589,TRUE,4421357
8430390040,5800,annex_1b,2,0.09990895199790985,0.25,0.10000000000000002,0.10000000000000002,0,1,0,0,1,1.0006069866806013,1.0006069866806013,TRUE,4420745
8481909020,4759,annex_1b,2,0.09777892696712676,0.25,0.10000000000000002,0.10000000000000002,0,1,0,0,1,1.0148071535524885,1.0148071535524885,TRUE,4408905
7318290000,4280,annex_1a,2,0.49782135422315993,0.528,0.12800000000000003,0.128,1,0,0,0,0,0.07544661444210025,0.07544661444210025,TRUE,4406866
8481903000,5520,annex_1b,2,0.15,0.3,0.15,0.15000000000000002,0,0.3885331614706964,0.6114668385293036,0,1,1.0000000000000002,1,TRUE,4406620
7616995190,4279,annex_1a,2,0.32720284200898475,0.5250000000000001,0.12500000000000003,0.125,0,0,0,1,0,0.4944928949775382,0.4944928949775382,TRUE,4402801
3004909208,5330,annex_1b,2,0,0.25,0.10000000000000002,0,0,0,1,0,0,1,1.666666666666667,TRUE,4400017
8457100075,4759,annex_3,2,0.10004527686393166,0.15000000000000002,0.1,0.1400039747037436,0,1,0,0,0.16409499231520697,4.997458655369432,0.9990944627213668,TRUE,4399598
8471900000,1220,annex_1b,2,0.010896369044748387,0.25,0.1,0,0,0,1,0,0,0.9564145238210064,1.594024206368344,TRUE,4395868
8427108030,4280,annex_1b,2,0.22136695022650799,0.25,0.10000000000000002,0.10000000000000002,0.434391205153603,0,0,0.565608794846397,0,0.19088699848994686,0.19088699848994686,TRUE,4393664
8202390070,5520,annex_1b,2,0.10000182190429992,0.25,0.10000000000000002,0.10000000000000002,0,1,0,0,1,0.9999878539713342,0.9999878539713342,TRUE,4391010
7324100050,5700,annex_1b,2,0.5493910748703689,0.534,0.384,0.28400000000000003,1,0,0,0,0,-0.06156429948147536,-0.10260716580245895,TRUE,4388799
7412100000,5520,annex_1a,2,0.5202452854920242,0.53,0.13000000000000003,0.13,1,0,0,0,0,0.024386786269939426,0.024386786269939426,TRUE,4386725
8471709000,5700,annex_1b,2,0.2794260684305481,0.5,0.35,0.25,0,0.47253799562271814,0.5274620043772819,0,0,0.8822957262778076,1.470492877129679,TRUE,4384913
7225303050,5800,annex_1a,1,0,0.5,0.1,0.1,0,0,0,1,0,1.25,1.25,FALSE,4384037
7209182520,5830,annex_1a,2,0.5000007995980992,0.5,0.1,0.1,1,0,0,0,0,-1.998995247762381e-6,-1.998995247762381e-6,TRUE,4377199
7326908688,4351,annex_1a,2,0.5225228127339617,0.529,0.12900000000000003,0.129,1,0,0,0,0,0.016192968165095634,0.016192968165095634,TRUE,4377051
8430200090,1220,annex_1b,2,0.019016705657215846,0.25,0.10000000000000002,0.008806762163467851,0,0,1,0,0,0.9576690309175759,1.5398886289518947,TRUE,4368580
8609000000,1220,annex_1b,2,0.18192402549088935,0.25,0.1,0.012694408330528284,0.4563186329088747,0,0,0.5436813670911252,0,0.286870503262011,0.4538398300607377,TRUE,4364069
8414904140,5700,annex_1b,2,0.42885629089081323,0.5,0.35,0.25,0,0,0,1,0,0.28457483643674714,0.47429139406124504,TRUE,4361004
8427208020,4759,annex_1b,2,0.25085798509210055,0.25,0.10000000000000002,0.10000000000000002,1,0,0,0,0,-0.005719900614003531,-0.005719900614003531,TRUE,4360507
8516908050,4280,annex_1b,2,0.13843585262654248,0.25,0.10000000000000002,0.10000000000000002,0,1,0,0,1,0.7437609824897169,0.7437609824897169,TRUE,4359781
8501104040,5700,annex_1b,2,0.32441170499163224,0.5262219454030447,0.37622194540304466,0.37622194540304466,0,0.42754166958209405,0,0.572458330417906,0.42754166958209405,1.3454016027427493,1.3454016027427493,TRUE,4358995
8412210015,4120,annex_1b,2,0.04080561910886094,0.25,0.1,0,0,0,1,0,0,0.8367775235645563,1.394629205940927,TRUE,4358983
7306292000,4890,annex_1a,1,0.500000114863814,0.5,0.1,0.1,1,0,0,0,0,-2.871595350395495e-7,-2.871595350395495e-7,FALSE,4352981
7601209095,6021,annex_1a,2,0.5000004595140547,0.5,0.10000000000000002,0.10000000000000002,1,0,0,0,0,-1.148785136771651e-6,-1.148785136771651e-6,TRUE,4352424
8481901000,5520,annex_1b,2,0.1300028140631367,0.28,0.13000000000000003,0.13,0,1,0,0,1,0.9999812395790886,0.9999812395790888,TRUE,4346029
7604291010,4280,annex_1a,2,0.5213081142154962,0.55,0.15000000000000005,0.15000000000000002,1,0,0,0,0,0.0717297144612596,0.0717297144612596,TRUE,4345645
7314500000,2010,annex_1a,2,0.09196353662732007,0.5,0.10000000000000002,0,0,1,0,0,0,0.8160729267453599,1.0200911584316998,TRUE,4339807
8708927500,5330,annex_1b,2,0.24776714232258698,0.275,0.12500000000000003,0.125,1,0,0,0,0,0.18155238451608682,0.18155238451608685,TRUE,4337379
8429511035,5880,annex_1b,2,0.23713351037110122,0.25,0.10000000000000002,0.10000000000000002,1,0,0,0,0,0.08577659752599182,0.08577659752599182,TRUE,4335798
7616995140,2010,annex_1b,2,0.2650112677232739,0.2500759396455986,0.1000759396455986,3.79698227993025e-4,1,0,0,0,0,-0.05981398835994738,-0.0995688538511685,TRUE,4334061
3004909201,4700,annex_1b,2,0,0.25,0.10000000000000002,0,0,0,1,0,0,1,1.6666666666666667,TRUE,4321202
7607116090,5880,annex_1a,2,0.5231848881018109,0.553,0.15300000000000005,0.153,1,0,0,0,0,0.07453777974547302,0.07453777974547302,TRUE,4319775
8547900010,2010,annex_1b,2,0.04178994759494205,0.034882119992402226,0.10542086999881928,0.01720536999625245,0.5005066339518166,0,0.4994933660481834,0,1,-0.39078606667200894,NA,TRUE,4317713
7310290065,5700,annex_1a,2,0.7428549562022974,0.75,0.3499999999999999,0.3499999999999999,1,0,0,0,0,0.017862609494256495,0.017862609494256495,TRUE,4311870
7616995130,5570,annex_1b,2,0.3014211293071986,0.267439622844263,0.11743962284426297,0.11743962284426297,1,0,0,0,0,-0.22654337641957073,-0.22654337641957073,TRUE,4310023
7211192000,2010,annex_1a,2,0.4122735319786143,0.5,0.1,4.134107698308131e-4,0.6647667189466389,0,0,0.33523328105336114,0,0.17559812435431174,0.21931617005346427,TRUE,4298013
8414801685,5830,annex_1b,1,0.11249497939953036,0.25,0.10000000000000002,0,0,1,0,0,0,0.5500200824018786,0.9167001373364646,TRUE,4294805
8414904190,4120,annex_1b,2,0.12721045682696777,0.25,0.1,0,0,0.46611603436661136,0,0.5338839656333887,0,0.49115817269212886,0.8185969544868815,TRUE,4293004
7307939040,4759,annex_1a,2,0.5429999543205745,0.5429999999999999,0.14300000000000004,0.14300000000000002,1,0,0,0,0,1.1419856370472679e-7,1.1419856370472637e-7,TRUE,4290772
7323930045,5330,annex_1b,2,0.22512339126215697,0.2642554232289048,0.11425542322890478,0.11425542322890478,0.4320280792791045,0,0,0.5679719207208955,0,0.2608802131116521,0.2608802131116521,TRUE,4288999
8483405080,5330,annex_1b,2,0.1250034409025569,0.27488639939465637,0.12488639939465637,0.024886399394656387,0,1,0,0,0,0.5995318339683978,0.9992197232806631,TRUE,4286666
7309000030,5700,annex_1a,2,0.33516703485512184,0.75,0.3499999999999999,0.3499999999999999,0.353378699383041,0,0,0.646621300616959,0,1.0370824128621956,1.0370824128621956,TRUE,4281322
8427208090,5800,annex_1b,2,0.24607112737093184,0.25,0.1,0.1,1,0,0,0,0,0.026192484193787727,0.026192484193787727,TRUE,4280490
7409191000,4280,annex_1a,2,0.4288565242979555,0.5286791028697748,0.12867910286977474,0.12867910286977474,0.49256715190170874,0,0,0.5074328480982913,0,0.24955644642954797,0.2495564464295479,TRUE,4276759
8471900000,4550,annex_1b,2,0.006604237941592615,0.25,0.09999999999999999,0,0,0.04636371547922952,0.9536362845207704,0,0,0.9735830482336295,1.6226384137227161,TRUE,4274528
7307199060,5520,annex_1a,2,0.28553149076649875,0.5498572497554522,0.14985724975545225,0.14985724975545225,0,0,0,1,0,0.6608143974723837,0.6608143974723837,TRUE,4274110
8467220020,5490,annex_1b,2,0.10410783037174398,0.25,0.1,0.1,0,1,0,0,1,0.9726144641883736,0.9726144641883736,TRUE,4273156
7210500020,5830,annex_1a,2,0.5000002341679077,0.5,0.10000000000000002,0.10000000000000002,1,0,0,0,0,-5.854197694066658e-7,-5.854197694066658e-7,TRUE,4270440
7318158085,5830,annex_1a,2,0.5410136109209708,0.5807026841726787,0.18070268417267868,0.18070268417267865,1,0,0,0,0,0.0992226831292696,0.0992226831292696,TRUE,4268778
8471410150,4120,annex_1b,2,0.03381775159019293,0.25,0.10000000000000002,0,0,0.4689050804174915,0.5310949195825084,0,0,0.8647289936392283,1.441214989398714,TRUE,4268350
8431410080,1220,annex_3,2,0.12997205199698286,0.15000000000000002,0.10000000000000002,0.020456815226384723,1,0,0,0,1,0.15460441271393177,0.4005589600603428,TRUE,4263632
8419505000,5081,annex_1b,2,0.06640898947665683,0.25,0.1,0,0,1,0,0,0,0.7343640420933727,1.2239400701556213,TRUE,4263474
9406900130,5700,annex_1b,2,0.43476254845428797,0.529,0.37899999999999995,0.37899999999999995,0,0.5810936175937933,0,0.41890638240620665,0.5810936175937933,0.6282496769714135,0.6282496769714135,TRUE,4258911
8424909080,5830,annex_1b,2,0.13290247582591133,0.25,0.10000000000000002,0.10000000000000002,0,1,0,0,1,0.7806501611605913,0.7806501611605913,TRUE,4258175
8536908530,5700,annex_1b,2,0.34342212939552724,0.5,0.3499999999999999,0.3499999999999999,0,1,0,0,1,1.0438524706964847,1.0438524706964847,TRUE,4257396
3004909201,4099,annex_1b,2,5.003179250288857e-5,0.25,0.1,0,0,0,1,0,0,0.9997998728299885,1.6663331213833144,TRUE,4257293
8508700000,5700,annex_1b,2,0.3720388759314985,0.5,0.3499999999999999,0.3499999999999999,0,1,0,0,1,0.8530741604566765,0.8530741604566765,TRUE,4254972
8504902000,2010,annex_3,2,0.016174796225214776,0.15,0.1,0.007659650357309356,0,0,1,0,0,0.9401775681366491,2.6765040754957052,TRUE,4253593
8501106080,5800,annex_1b,2,0.1048873414222447,0.25674386366937463,0.10674386366937463,0.10674386366937466,0,1,0,0,1,1.0123768149808663,1.0123768149808663,TRUE,4250675
8417900000,5700,annex_3,2,0.3931321987866127,0.39999999999999997,0.35,0.38899999999999996,0.7323652190594611,0,0.26763478094053894,0,1,0.624345564853386,0.13735602426774485,TRUE,4243163
8716805090,1220,annex_1b,2,0.09086197839354818,0.01745937691269524,0.1019812058908023,0.008172474299559475,0,1,0,0,0,-7.903884054628652,NA,TRUE,4237438
8419505000,5600,annex_1b,2,0.1410438700345741,0.25,0.1,0,0.5598164229862138,0,0.4401835770137862,0,0,0.43582451986170356,0.726374199769506,TRUE,4236696
8403100000,4280,annex_1b,2,0.2505881425365739,0.25,0.1,0.1,1,0,0,0,0,-0.00392095024382602,-0.00392095024382602,TRUE,4236218
8427208090,4279,annex_1b,2,0.25000005907267714,0.25,0.10000000000000002,0.10000000000000002,1,0,0,0,0,-3.938178474599388e-7,-3.938178474599388e-7,TRUE,4232075
7210500020,4120,annex_1a,2,0.16333326633189596,0.25,0.1,0.1,0,0.7967744719794077,0,0.2032255280205923,0.7967744719794077,0.5777782244540269,0.5777782244540269,TRUE,4228765
8413810040,5520,annex_1b,2,0.05153644365505632,0.25,0.1,0,0,0.5896395648143021,0.41036043518569787,0,0,0.7938542253797747,1.3230903756329582,TRUE,4226058
7614904000,2010,annex_1a,2,0.4799477030595844,0.5,0.1,0,0.6401757139267273,0,0,0.3598242860732726,0,0.04010459388083123,0.05013074235103904,TRUE,4218220
8428390000,5330,annex_3,2,0.14622626500748684,0.15,0.1,0,1,0,0,0,0,0.02515823328342113,0.07547469985026341,TRUE,4211398
7216330090,2010,annex_1a,2,0.5000156771756001,0.5,0.10000000000000002,0,1,0,0,0,0,-3.1354351200184465e-5,-3.919293900023059e-5,TRUE,4209942
8422900640,4550,annex_1b,2,0.11841360783567896,0.25,0.10000000000000002,0.10000000000000002,0,1,0,0,1,0.877242614428807,0.877242614428807,TRUE,4206400
8544190000,2010,annex_1b,2,0.2563304351630292,5.886556033254707e-4,0.10007943795338996,2.8312501336415376e-4,0,0,0,1,0,-837.0414877020434,NA,TRUE,4205872
2106909997,5830,annex_1b,2,0.1630346591126812,0.314,0.164,0.064,0,1,0,0,0,0.6038613635492751,1.0064356059154587,TRUE,4201579
7318158066,4759,annex_1a,2,0.5627874574418297,0.585,0.18499999999999997,0.185,1,0,0,0,0,0.05553135639542558,0.05553135639542558,TRUE,4198665
8471704065,5830,annex_1b,2,0.0012977513508411788,0.25,0.10000000000000002,0,0,0,1,0,0,0.9948089945966353,1.6580149909943924,TRUE,4195719
7412200035,4759,annex_1a,2,0.520608382649598,0.5299991896866778,0.12999918968667792,0.12999918968667784,1,0,0,0,0,0.023477017592699767,0.02347701759269977,TRUE,4183880
8482105028,4280,annex_1b,2,0.3348455728901938,0.33824477096608774,0.18824477096608774,0.18824477096608772,0.5124640766365088,0,0,0.4875359233634912,0,0.02266132050595956,0.02266132050595956,TRUE,4180775
8431390080,4120,annex_3,2,0.11966330669497192,0.15000000000000002,0.10000000000000002,0.10000000000000002,0,1,0,0,1,0.6067338661005617,0.6067338661005617,TRUE,4175432
7226111000,5880,annex_1a,2,0.5000068272810485,0.5,0.1,0.1,1,0,0,0,0,-1.706820262121879e-5,-1.706820262121879e-5,TRUE,4174429
7306401015,1220,annex_1a,2,0.500008629269331,0.5,0.1,0,1,0,0,0,0,-1.725853866201158e-5,-2.1573173327514476e-5,TRUE,4171848
3004909256,5330,annex_1b,2,0,0.25,0.1,0,0,0,1,0,0,1,1.6666666666666667,TRUE,4166431
8480799090,4759,annex_3,2,0.12401540718596955,0.14999999999999997,0.1,0.12952674323371555,0,0,1,0,1,1.2691968410625363,0.519691856280609,TRUE,4164031
7321890050,1220,annex_1b,2,0.24051310140707693,0.25,0.10000000000000002,5.005878109465289e-4,1,0,0,0,0,0.038023731237228464,0.06324599061948702,TRUE,4162530
8211100000,5700,annex_1b,2,0.052834118040507284,0.25,0.10000000000000002,0.10000000000000002,0,0.36347261234519934,0,0.6365273876548007,0.36347261234519934,1.314439213063285,1.314439213063285,TRUE,4159301
8474900020,4890,annex_3,2,0.17070315947639705,0.15,0.1,0.1,1,0,0,0,0,-0.4140631895279414,-0.4140631895279414,TRUE,4158189
7601209095,5800,annex_1a,2,0.5000002407106162,0.5,0.1,0.1,1,0,0,0,0,-6.017765405184288e-7,-6.017765405184288e-7,TRUE,4154366
7208390025,5800,annex_1a,2,0.5000010832470547,0.5,0.1,0.1,1,0,0,0,0,-2.7081176367602785e-6,-2.7081176367602785e-6,TRUE,4154177
8701951000,4120,annex_1b,2,0.18935595407255756,0.25,0.1,0.1,0.48503664715976674,0,0,0.5149633528402332,0,0.40429363951628294,0.40429363951628294,TRUE,4147934
7318158085,5880,annex_1a,2,0.5580540836698782,0.5850000000000001,0.18499999999999997,0.18500000000000003,0.49570138109003165,0,0,0.5042986189099683,0,0.06736479082530437,0.06736479082530437,TRUE,4146797
8701301060,3510,annex_1b,2,0,0.25,0.10000000000000002,0.10000000000000002,0,0,0,1,0,1.6666666666666667,1.6666666666666667,TRUE,4144200
8543908885,1220,annex_1b,2,0.05037732557003057,0.25,0.1,0,0,0.4217095595821099,0.5782904404178901,0,0,0.7984906977198777,1.3308178295331299,TRUE,4143769
7411101090,5570,annex_1a,2,0.5149999517034204,0.515,0.11500000000000002,0.115,1,0,0,0,0,1.207414492269399e-7,1.207414492269399e-7,TRUE,4141080
7419805050,5330,annex_1a,2,0.4373704433507058,0.5,0.1,0.1,0.5102260965868074,0,0,0.4897739034131926,0,0.15657389162323548,0.15657389162323548,TRUE,4139116
8541900080,4099,annex_1b,2,8.562880204580271e-4,0.25,0.1,0,0,0,1,0,0,0.9965748479181679,1.6609580798636134,TRUE,4134123
8536908530,1220,annex_1b,2,0.0073681058259317655,0.25,0.1,0.008721226856229414,0,0,1,0,0,1.0056081229718925,1.6175459611604552,TRUE,4134034
8415904000,5700,annex_1b,2,0.2504745718432581,0.339,0.18900000000000003,0.08900000000000001,0,0,0,1,0,0.35410171262696766,0.590169521044946,TRUE,4126351
3004909210,5330,annex_1b,2,0,0.25,0.10000000000000002,0,0,0,1,0,0,1,1.666666666666667,TRUE,4125490
8471490000,5081,annex_1b,2,0.008636685622800889,0.25,0.10000000000000002,0,0,0,1,0,0,0.9654532575087964,1.6090887625146608,TRUE,4124962
7318152095,5830,annex_1a,2,0.4887698711655237,0.5,0.1,0.1,1,0,0,0,0,0.028075322086190756,0.028075322086190756,TRUE,4124129
7213913020,4280,annex_1a,1,0.5000003639941809,0.5,0.1,0.1,1,0,0,0,0,-9.099854522687245e-7,-9.099854522687245e-7,FALSE,4120945
2710193080,4280,annex_1b,2,0.014997122201438121,0.32,0.17,0.07,0,0,0,1,0,1.2200115111942473,2.0333525186570793,TRUE,4114256
8407909010,5700,annex_1b,2,0.37129864690196923,0.4124999999999999,0.26249999999999996,0.26249999999999996,0.48955038619485575,0,0,0.5104496138051443,0,0.2746756873202049,0.2746756873202048,TRUE,4113597
7606123035,4840,annex_1a,2,0.5046560566661934,0.53,0.13000000000000003,0.13,0.6068812005391223,0,0,0.39311879946087763,0,0.06335985833451652,0.06335985833451652,TRUE,4113352
7209160070,5800,annex_1a,2,0.5000020689636707,0.5,0.1,0.1,1,0,0,0,0,-5.1724091767802826e-6,-5.1724091767802826e-6,TRUE,4108337
7318158085,5800,annex_1a,2,0.5023715560334133,0.5137048834734477,0.11370488347344768,0.11370488347344768,1,0,0,0,0,0.028333318600085696,0.028333318600085696,TRUE,4107219
7318152055,5830,annex_1a,2,0.49468640858223273,0.5,0.1,0.1,1,0,0,0,0,0.013283978544418198,0.013283978544418198,TRUE,4105039
8538100000,5700,annex_1b,2,0.373435711020019,0.5,0.3499999999999999,0.3499999999999999,0,1,0,0,1,0.8437619265332067,0.8437619265332067,TRUE,4094512
8302106060,5700,annex_1b,2,0.5163055761960066,0.5134309687412811,0.3634309687412811,0.26343096874128114,1,0,0,0,0,-0.011498429818901704,-0.019164049698169535,TRUE,4092557
7323999040,5520,annex_1b,2,0.1905378727581709,0.27734107244653833,0.12734107244653833,0.12734107244653833,0,0.5681160617728905,0,0.4318839382271094,0.5681160617728905,0.5786879979224495,0.5786879979224495,TRUE,4090856
8504906500,2010,annex_3,2,0.011447904490342902,0.15,0.1,0.010554151114272159,0,0,1,0,0,0.9935906777920427,2.771041910193143,TRUE,4089220
8431499094,4700,annex_1b,2,0.2339729522725031,0.25,0.10000000000000002,0.10000000000000002,1,0,0,0,0,0.10684698484997951,0.10684698484997951,TRUE,4085297
3004909247,1220,annex_1b,2,0,0.25,0.1,0,0,0,1,0,0,1,1.666666666666667,TRUE,4084408
7320205045,2010,annex_1a,2,0.5026170352061188,0.5044981870582382,0.10449818705823824,0.01603200002807991,1,0,0,0,0,0.003851140369729099,0.004702879630298719,TRUE,4081336
7325100030,5330,annex_1a,2,0.24040636949386365,0.5,0.1,0.1,0,0,0,1,0,0.6489840762653408,0.6489840762653408,TRUE,4081015
8483204080,2010,annex_1b,2,0.20924231313062217,0.010443790745228958,0.10159312062215357,0.0051333886713837255,0,0,0,1,0,-37.435681822383046,NA,TRUE,4078611
8215995000,5550,annex_1b,2,0.28051186219547486,0.30163187012021003,0.15163187012021004,0.15163187012021007,1,0,0,0,0,0.1408000528315679,0.14080005283156788,TRUE,4077660
8483509080,2010,annex_1b,2,0.08691180857577993,0.010794803110763966,0.10108724635647981,0.0010872463564798238,0,1,0,0,0,-7.841005454995048,NA,TRUE,4076224
7318152095,4280,annex_1a,2,0.43615205323001704,0.5,0.1,0.1,0,0,0,1,0,0.15961986692495744,0.15961986692495744,TRUE,4074994
7409115050,5800,annex_1a,2,0.4700587074542759,0.5004052669711652,0.10040526697116506,0.10040526697116506,0.45239566664375963,0,0,0.5476043333562404,0,0.07586639879222287,0.07586639879222287,TRUE,4074440
8202390010,5800,annex_1b,2,0.09955533578624069,0.25,0.1,0.1,0,1,0,0,1,1.0029644280917287,1.0029644280917287,TRUE,4068913
8607110000,5880,annex_1b,2,0.26190456282759467,0.25,0.1,0.1,1,0,0,0,0,-0.07936375218396444,-0.07936375218396444,TRUE,4066382
8211929030,5880,annex_1b,2,0.287166838096523,0.2795232494422978,0.1295232494422978,0.12952324944229782,1,0,0,0,0,-0.050957257694834446,-0.05095725769483445,TRUE,4061914
9401999085,5800,annex_1b,2,0.11451275464382574,0.25,0.10000000000000002,0.10000000000000002,0,1,0,0,1,0.9032483023744953,0.9032483023744953,TRUE,4058561
3004909207,4190,annex_1b,1,0,0.25,0.10000000000000002,0,0,0,1,0,0,1,1.666666666666667,TRUE,4054567
8504220080,5490,annex_1b,2,0.17250993488481853,0.25,0.1,0.1,0,0.2574593403468515,0,0.7425406596531485,0.2574593403468515,0.5166004341012098,0.5166004341012098,TRUE,4051129
8544429010,5700,annex_1b,2,0.4719138805608926,0.515494785919981,0.36549478591998097,0.3654947859199809,1,0,0,0,0,0.29053936906058914,0.2905393690605893,TRUE,4049260
7219210060,4792,annex_1a,2,0.5000154386287335,0.5,0.10000000000000002,0.10000000000000002,1,0,0,0,0,-3.8596571833938106e-5,-3.8596571833938106e-5,TRUE,4048287
7318154000,5880,annex_1a,2,0.4983734956286691,0.5,0.1,0.1,1,0,0,0,0,0.004066260928327282,0.004066260928327282,TRUE,4045793
7307290090,2010,annex_1a,2,0.2652710410485781,0.5044365704989182,0.10443657049891822,0.013309711496754688,0,0,0,1,0,0.48697301942772897,0.5979138236258501,TRUE,4045402
7307913000,4759,annex_1a,2,0.5320024631826624,0.532,0.13200000000000003,0.132,1,0,0,0,0,-6.157956655951873e-6,-6.157956655951873e-6,TRUE,4045173
8541900080,5700,annex_1b,2,0.5141076046428643,0.75,0.6,0.5,0,0,1,0,0,0.9435695814285427,1.572615969047571,TRUE,4038283
8480718060,5700,annex_3,2,0.3957305059916314,0.4,0.35,0.381,1,0,0,0,1,0.2247102109667709,0.08538988016737308,TRUE,4037715
8415820170,5830,annex_1b,1,0,0.27177769955762116,0.12177769955762115,0.02177769955762117,0,0,1,0,0,1.0871107982304846,1.8118513303841408,TRUE,4036919
8479899585,4120,annex_3,2,0.12262502843498313,0.15,0.09999999999999999,0.020210009295948694,0.6199282273767805,0.3800717726232195,0,0,1,0.21091743220351714,0.5474994313003373,TRUE,4035522
8415103040,2010,annex_1b,2,0.19724195373591819,0.25,0.1,0.006021356342821982,0.6446783167638197,0.35532168323618035,0,0,0,0.216240427740937,0.3517203084272122,TRUE,4034015
7219350015,4759,annex_1a,2,0.5000069510921159,0.5,0.1,0.1,1,0,0,0,0,-1.737773028977764e-5,-1.737773028977764e-5,TRUE,4028144
8474900020,4280,annex_3,2,0.17536213972223458,0.15000000000000002,0.10000000000000002,0.10000000000000002,1,0,0,0,0,-0.507242794444692,-0.507242794444692,TRUE,4021307
7219210020,5830,annex_1a,2,0.49912889396142246,0.5,0.1,0.1,1,0,0,0,0,0.002177765096443844,0.002177765096443844,TRUE,4002383
8428330000,2010,annex_3,2,0.13751249018405245,0.15000000000000002,0.10000000000000002,0,1,0,0,0,0.5304832970187011,0.08325006543965027,0.24975019631895093,TRUE,4001142
7309000030,2010,annex_1a,2,0.16149322216688028,0.5,0.10000000000000002,0.005805393137119685,0,0.42408244022505803,0,0.575917559774942,0,0.6849665559524046,0.8462669445827994,TRUE,3997369
8477109040,4330,annex_3,2,0.1416034243614675,0.15,0.1,0.13092450335415579,0.5920445074722367,0,0.40795549252776325,0,1,0.44017599092822424,0.1679315127706499,TRUE,3988364
8516604070,5600,annex_1b,2,0.23288374996421848,0.25,0.10000000000000002,0.10000000000000002,1,0,0,0,0,0.11410833357187687,0.11410833357187687,TRUE,3982502
8471709000,5570,annex_1b,2,0.012429334817812951,0.25,0.1,0,0,0,1,0,0,0.9502826607287482,1.5838044345479139,TRUE,3980744
8481909020,5700,annex_1b,2,0.24796891256016884,0.4124999999999999,0.26249999999999996,0.2625,0,0,0.6023887402245633,0.3976112597754366,0.6023887402245633,1.0968739162655414,1.0968739162655408,TRUE,3980257
8431438040,5200,annex_1b,1,0.2883424451956412,0.25,0.10000000000000002,0.10000000000000002,1,0,0,0,0,-0.25561630130427454,-0.25561630130427454,TRUE,3979428
8471701000,5650,annex_1b,2,0,0.25,0.1,0,0,0,1,0,0,1,1.6666666666666667,TRUE,3975600
8302496085,2010,annex_1b,2,0.10730990722220908,0.055315315118048894,0.11027027023364426,0.010270270233644258,0,1,0,0,0,-1.1542799488287687,NA,TRUE,3972718
7616995190,5600,annex_1a,2,0.5203938998005851,0.5,0.1,0.1,1,0,0,0,0,-0.05098474950146289,-0.05098474950146289,TRUE,3967608
8483905080,4120,annex_1b,2,0.08759156103337866,0.27021000929594874,0.12021000929594869,0.020210009295948694,0,1,0,0,0,0.7304737930502802,1.2174563217504666,TRUE,3967026
8306300000,5700,annex_1b,2,0.4312118982697833,0.5103610330289883,0.36036103302898825,0.36036103302898836,0,0,0,1,0,0.5276608983947002,0.5276608983947001,TRUE,3964879
7219340025,5520,annex_1a,2,0.5000070669094991,0.5,0.1,0.1,1,0,0,0,0,-1.7667273747774027e-5,-1.7667273747774027e-5,TRUE,3962128
2106909990,2470,annex_1b,2,0.10060023463832485,0.2505631253926505,0.10056312539265053,5.631253926505195e-4,0,1,0,0,0,0.5998515630173027,0.9997526050288378,TRUE,3959285
8504314065,5700,annex_1b,2,0.43286528447936595,0.5393329181045671,0.38933291810456705,0.289332918104567,0,0.5305351610039896,0,0.46946483899601044,0,0.4258705345008044,0.7097842241680073,TRUE,3958846
7412200035,5330,annex_1a,2,0.5036213804828221,0.5299999448955639,0.1299999448955639,0.12999994489556388,1,0,0,0,0,0.06594641103185449,0.06594641103185449,TRUE,3958021
7307923010,2010,annex_1a,2,0.13898410302387063,0.5,0.1,0.06102347150469837,0,0.731768701310092,0,0.26823129868990797,0,0.8224036447087475,0.9025397424403234,TRUE,3956287
8536908585,3330,annex_1b,1,0.2500007585381049,0.25,0.1,0.1,1,0,0,0,0,-5.0569206992238476e-6,-5.0569206992238476e-6,FALSE,3954976
8483407000,5520,annex_1b,2,0.16181945797690356,0.25,0.10000000000000002,0,0,0,0,1,0,0.35272216809238577,0.5878702801539764,TRUE,3949352
