date,label,gtap_code,etr,total_imports,etr_tpc
2025-03-17,Fentanyl,osd,0.15153099493836064,598322161,0.07724673826812763
2025-03-17,Fentanyl,otn,0.23025617044368657,26670065940,0.08459752218471846
2025-03-17,Fentanyl,oxt,0.22067755837022504,2273024558,0.05871765369527101
2025-03-17,Fentanyl,p_c,0.08816287855726997,24995183327,0.013274134578464632
2025-03-17,Fentanyl,pcr,0.20812111321195725,95393837,0.01743211432189345
2025-03-17,Fentanyl,pdr,0,48865,0
2025-03-17,Fentanyl,pfb,0.26358228433340597,2537099,0.006125483437327702
2025-03-17,Fentanyl,ppp,0.2563226699984573,18082075002,0.15729759024697956
2025-03-17,Fentanyl,rpp,0.15514820443438967,40247741706,0.078089775025033
2025-03-17,Fentanyl,sgr,0.11045121736934652,786051910,0.02776971631143309
2025-03-17,Fentanyl,tex,0.2668488269875584,16551066904,0.10249253952751133
2025-03-17,Fentanyl,v_f,0.031223350869572918,22608717305,0.020290520581893467
2025-03-17,Fentanyl,vol,0.0402298863149839,6909050524,0.017937091119538697
2025-03-17,Fentanyl,wap,0.18140909303667413,23233360820,0.062473932143353124
2025-03-17,Fentanyl,wht,0.02252097046767111,698938275,0.020600411304120044
2025-03-17,Fentanyl,wol,0.11081086881868131,186368,0.0018387587595962958
2025-04-17,Liberation Day,b_t,0.14996816454076217,33808413661,0.15999019753743557
2025-04-17,Liberation Day,bph,0.12784023619026955,68286039006,0.02066168310811183
2025-04-17,Liberation Day,c_b,0.01976070678076891,19029833,0.020379259239952343
2025-04-17,Liberation Day,chm,0.12933330287235556,116994285562,0.17970226158078195
2025-04-17,Liberation Day,cmt,0.06516738384241773,11270982956,0.06872775181167397
2025-04-17,Liberation Day,coa,0.11068525362805458,347802376,0.012119814207563334
2025-04-17,Liberation Day,ctl,0.027973767492710785,3875491461,0.027889018773887518
2025-04-17,Liberation Day,eeq,0.19996665380892828,214980253954,0.4573282536417259
2025-04-17,Liberation Day,ele,0.1711763633711275,468477577066,0.18457194384197506
2025-04-17,Liberation Day,ely,0.25,2289715638,0
2025-04-17,Liberation Day,fmp,0.2566015786562992,76444909801,0.3951187690493906
2025-04-17,Liberation Day,frs,0.18190762104980554,734904671,0.24154682246927753
2025-04-17,Liberation Day,fsh,0.1725465680515713,3340205189,0.17840977925836238
2025-04-17,Liberation Day,gas,0.10006645280363814,4944293273,9.47846654987108e-5
2025-04-17,Liberation Day,gro,0.15750613913568295,885089169,0.15939166135304347
2025-04-17,Liberation Day,i_s,0.2610577175724196,42794803462,0.2475615717259924
2025-04-17,Liberation Day,lea,0.17661232969453577,40210655857,0.5485182789641233
2025-04-17,Liberation Day,lum,0.1720695156106352,23414456352,0.23750231972639727
2025-04-17,Liberation Day,mil,0.0888794482553212,4120632400,0.08892794404104828
2025-04-17,Liberation Day,mvh,0.14716389212334496,384092071115,0.18578935046279685
2025-04-17,Liberation Day,nfm,0.16808506672211707,58823184748,0.11740549131397682
2025-04-17,Liberation Day,nmm,0.16286905177765973,29785753119,0.4060142319163862
2025-04-17,Liberation Day,oap,0.1610148788854263,2667476754,0.25315762081494836
2025-04-17,Liberation Day,ocr,0.10468328071221367,11402201316,0.13024734511224523
2025-04-17,Liberation Day,ofd,0.11567281800057766,85336055279,0.18108859772722774
2025-04-17,Liberation Day,oil,0.09049957001531297,137506301468,0.010123776791608837
2025-04-17,Liberation Day,ome,0.16274782029424695,250058343187,0.2843692738848678
2025-04-17,Liberation Day,omf,0.18863650799906195,217912987099,0.44964199104404584
2025-04-17,Liberation Day,omt,0.10942174035778351,3976634555,0.11373999790081227
2025-04-17,Liberation Day,osd,0.1278241476510684,1184472242,0.14954726729190207
2025-04-17,Liberation Day,otn,0.17874238089319158,50541785236,0.22038113844383023
2025-04-17,Liberation Day,oxt,0.1573242929244187,4966758778,0.11728294683288547
2025-04-17,Liberation Day,p_c,0.09593859284071525,64612373528,0.015084012241821359
2025-04-17,Liberation Day,pcr,0.1109264306266974,1466325390,0.1595822412456317
2025-04-17,Liberation Day,pdr,0.0231996353691887,63626,0.0231996353691887
2025-04-17,Liberation Day,pfb,0.1078524986992346,57331630,0.10936874287369816
2025-04-17,Liberation Day,ppp,0.2068176625052822,30713310209,0.34371436915680575
2025-04-17,Liberation Day,rpp,0.15100621441511872,79878341005,0.4153368436446977
2025-04-17,Liberation Day,sgr,0.1026996188901837,3135413597,0.10369317627466423
2025-04-17,Liberation Day,tex,0.21556456767963436,35040237156,0.6142764174409162
2025-04-17,Liberation Day,v_f,0.05401754366445317,33072208748,0.0703872360380924
2025-04-17,Liberation Day,vol,0.07322304525798508,15151467431,0.08023400107875675
2025-04-17,Liberation Day,wap,0.1442654650743472,86216960880,0.415404513147191
2025-04-17,Liberation Day,wht,0.029136577585057596,764189160,0.029138988977742107
2025-04-17,Liberation Day,wol,0.10035083892689786,12525406,0.10272561224761896
2025-07-17,S232 increase,b_t,0.1522421942119232,33808413661,0.18090088890062736
2025-07-17,S232 increase,bph,0.13562716685047785,68286039006,0.016859094353348682
2025-07-17,S232 increase,c_b,0.019836282851247302,19029833,0.019752343596499244
2025-07-17,S232 increase,chm,0.13636140745022368,116887581296,0.11438674216910762
2025-07-17,S232 increase,cmt,0.06670167819522697,11270982956,0.06870764364760473
2025-07-17,S232 increase,coa,0.11315247857881224,347802376,0.012119814207563334
2025-07-17,S232 increase,ctl,0.03106297231240372,3875491461,0.027889018773887518
2025-07-17,S232 increase,eeq,0.20364898194856398,212172268276,0.233707124384723
2025-07-17,S232 increase,ele,0.1751116723780011,464383278822,0.16907623891155737
2025-07-17,S232 increase,ely,0.35,2289715638,0
2025-07-17,S232 increase,fmp,0.2851140515913894,74849465413,0.39708123656528105
2025-07-17,S232 increase,frs,0.20965728097814743,734904671,0.17931925463055118
2025-07-17,S232 increase,fsh,0.213811727735149,3340205189,0.17272954367693494
2025-07-17,S232 increase,gas,0.10006645280363814,4944293273,9.47846654987108e-5
2025-07-17,S232 increase,gro,0.2063110892050697,885089169,0.15764919248422476
2025-07-17,S232 increase,i_s,0.26107672753938255,42794803462,0.43639544573599737
2025-07-17,S232 increase,lea,0.17665797519722362,40210655857,0.1842924607400897
2025-07-17,S232 increase,lum,0.20976490671565265,23414456352,0.14964744141744005
2025-07-17,S232 increase,mil,0.08899307989108662,4120632400,0.08831305265838932
2025-07-17,S232 increase,mvh,0.156672621019968,384092071115,0.1539492346943819
2025-07-17,S232 increase,nfm,0.205260662681515,56931835922,0.17030195597245484
2025-07-17,S232 increase,nmm,0.16811700820131625,29754954036,0.17258150177175688
2025-07-17,S232 increase,oap,0.1881544532758841,2667476754,0.1645239671842602
2025-07-17,S232 increase,ocr,0.10743552318888777,10718910304,0.10576335420018673
2025-07-17,S232 increase,ofd,0.12609181652015108,82903026955,0.11977867798362464
2025-07-17,S232 increase,oil,0.09049957001531297,137506301468,0.010123776791608837
2025-07-17,S232 increase,ome,0.18236681404694305,248052862965,0.181586436352201
2025-07-17,S232 increase,omf,0.2041132203757128,207933208928,0.19553545770306402
2025-07-17,S232 increase,omt,0.13097359744061268,3976634555,0.10996532830415529
2025-07-17,S232 increase,osd,0.1541255855365161,1184472242,0.1292048035959715
2025-07-17,S232 increase,otn,0.21563205117688558,50475253479,0.15190842039707841
2025-07-17,S232 increase,oxt,0.18330725309386064,4966758778,0.09799209080119334
2025-07-17,S232 increase,p_c,0.10074029187697728,64612373528,0.014981845407325303
2025-07-17,S232 increase,pcr,0.11093166302603545,1466325390,0.11481893656057814
2025-07-17,S232 increase,pdr,0.0231996353691887,63626,0.0231996353691887
2025-07-17,S232 increase,pfb,0.10810963075705332,57331630,0.10231366437688934
2025-07-17,S232 increase,ppp,0.23986263912921493,30713310209,0.20651313602259724
2025-07-17,S232 increase,rpp,0.1523123978196222,79878341005,0.17074390704732673
2025-07-17,S232 increase,sgr,0.11344894278552178,3135413597,0.10277908391927536
2025-07-17,S232 increase,tex,0.2166423547971092,35040237156,0.19191070810556465
2025-07-17,S232 increase,v_f,0.05481537326213904,33072208748,0.05793224027746016
2025-07-17,S232 increase,vol,0.07984957188698852,15151467431,0.07495638625157434
2025-07-17,S232 increase,wap,0.144520649638677,86216960880,0.15785391594870193
2025-07-17,S232 increase,wht,0.037375777549631804,764189160,0.029138988977742107
2025-07-17,S232 increase,wol,0.10074437507255253,12525406,0.10054082079255555
2025-10-17,Phase 2,b_t,0.18275272862611422,33807876066,0.2104697072997617
2025-10-17,Phase 2,bph,0.22067544763452962,68286039006,0.020335667047935938
2025-10-17,Phase 2,c_b,0.060530835977383506,19029833,0.060522472793113846
2025-10-17,Phase 2,chm,0.17845584392007452,116887581296,0.18838489758941315
2025-10-17,Phase 2,cmt,0.08979177532038138,11270982956,0.1058535582374552
2025-10-17,Phase 2,coa,0.11518359825695958,347802376,0.012119814207563334
2025-10-17,Phase 2,ctl,0.040031017199033896,3875491461,0.03990352947690762
2025-10-17,Phase 2,eeq,0.2366995757768561,212172268276,0.2771174487158077
2025-10-17,Phase 2,ele,0.22297368420810565,464379115364,0.18450258535386468
2025-10-17,Phase 2,ely,0.35,2289715638,0
2025-10-17,Phase 2,fmp,0.30651800051395245,74849465413,0.43001510464142473
2025-10-17,Phase 2,frs,0.2548718743318479,734904671,0.22218837492048207
2025-10-17,Phase 2,fsh,0.23821379899664602,3340205189,0.2382821848715813
2025-10-17,Phase 2,gas,0.10006645280363814,4944293273,9.47846654987108e-5
2025-10-17,Phase 2,gro,0.22826414663763667,885089169,0.2283605088991809
2025-10-17,Phase 2,i_s,0.2617676865028057,42794803462,0.4415816432109957
2025-10-17,Phase 2,lea,0.23794231722724807,39580439793,0.23542638710074235
2025-10-17,Phase 2,lum,0.25959629096546755,23409392725,0.20265987902534058
2025-10-17,Phase 2,mil,0.1314579039416873,3859544599,0.09353883470640344
2025-10-17,Phase 2,mvh,0.16424927296963232,384061557341,0.13858540549342
2025-10-17,Phase 2,nfm,0.23076856017388842,56931835922,0.22320646664020943
2025-10-17,Phase 2,nmm,0.2375924455904841,29742680209,0.2345552647658669
2025-10-17,Phase 2,oap,0.26036137117954433,2667476754,0.26389396241957247
2025-10-17,Phase 2,ocr,0.19742899315392948,10718910304,0.19781687312367466
2025-10-17,Phase 2,ofd,0.17470011949240855,82876681631,0.1832979473308589
2025-10-17,Phase 2,oil,0.11678666197808522,137506301468,0.010123776791608837
2025-10-17,Phase 2,ome,0.2243685491865615,248052862965,0.24403682171021457
2025-10-17,Phase 2,omf,0.2717257695612217,207932578320,0.2465290683629339
2025-10-17,Phase 2,omt,0.19401628009692734,3976634555,0.19602997381246184
2025-10-17,Phase 2,osd,0.20488230933992627,1184472242,0.20592249320334222
2025-10-17,Phase 2,otn,0.2562831169328936,50475253479,0.16060330075816887
2025-10-17,Phase 2,oxt,0.2518952938426759,4966758778,0.12971267415569437
2025-10-17,Phase 2,p_c,0.15438231705118052,64612373528,0.016200063482251167
2025-10-17,Phase 2,pcr,0.27763005988050166,1466325390,0.2811424869816276
2025-10-17,Phase 2,pdr,0.09689906641938831,63626,0.09666331373966616
2025-10-17,Phase 2,pfb,0.39136037524138073,57331630,0.38561523944112525
2025-10-17,Phase 2,ppp,0.29203513872446146,30713309249,0.25687005073587355
2025-10-17,Phase 2,rpp,0.19576235361893893,79878341005,0.19180964867787367
2025-10-17,Phase 2,sgr,0.22650931844223932,3135413597,0.22641512152537238
2025-10-17,Phase 2,tex,0.3038656227750629,35032187316,0.2778377770682968
2025-10-17,Phase 2,v_f,0.06270279987150315,33071951872,0.0707687847707031
2025-10-17,Phase 2,vol,0.12682052287182571,15151458599,0.12869232850825504
2025-10-17,Phase 2,wap,0.21676010259690962,86108472409,0.2266050406360285
2025-10-17,Phase 2,wht,0.04155761727894699,764189160,0.040513094512110055
2025-10-17,Phase 2,wol,0.14582487465875357,12525406,0.14555036060308146
2025-11-17,Current,b_t,0.18164483623539204,33807876066,0.20873511197218525
2025-11-17,Current,bph,0.219662157233282,68286039006,0.015620467600974554
2025-11-17,Current,c_b,0.060530835977383506,19029833,0.06046795838933531
2025-11-17,Current,chm,0.17593964296422443,116887581296,0.17165633074300096
2025-11-17,Current,cmt,0.08979177532038138,11270982956,0.02152240256861799
2025-11-17,Current,coa,0.11518359825695958,347802376,0.009426970581931012
2025-11-17,Current,ctl,0.039863745593219875,3875491461,0.03973607220219892
2025-11-17,Current,eeq,0.23542802955211078,212172268276,0.24503192971274723
2025-11-17,Current,ele,0.22174060771410406,464379081043,0.15581345199095264
2025-11-17,Current,ely,0.35,2289715638,0
2025-11-17,Current,fmp,0.30515786177753984,74849465413,0.40081980182444865
2025-11-17,Current,frs,0.2548527903872855,734904671,0.19553119984753203
2025-11-17,Current,fsh,0.23821379899664602,3340205189,0.23770261325441375
2025-11-17,Current,gas,0.10006645280363814,4944293273,8.898488189491925e-5
2025-11-17,Current,gro,0.22826414663763667,885089169,0.22809950937719461
2025-11-17,Current,i_s,0.2617676865028057,42794803462,0.4357175689673582
2025-11-17,Current,lea,0.23764952992973482,39579523163,0.20341848099394585
2025-11-17,Current,lum,0.25942915333520256,23409392725,0.19287617073376812
2025-11-17,Current,mil,0.12268851016948697,3859544599,0.08293849293747023
2025-11-17,Current,mvh,0.16421033440411034,384061557341,0.12299645628870554
2025-11-17,Current,nfm,0.22222377109686844,56931835922,0.22049957070528367
2025-11-17,Current,nmm,0.23692243648717262,29742643234,0.2132228425142159
2025-11-17,Current,oap,0.260337283696906,2667476754,0.2561283636157002
2025-11-17,Current,ocr,0.19742360371056614,10718910304,0.05339386172537511
2025-11-17,Current,ofd,0.17363867585907067,82876671697,0.14576742780045213
2025-11-17,Current,oil,0.11678666197808522,137506301468,0.010123766569069428
2025-11-17,Current,ome,0.2222258113899129,248052862965,0.22361914794131466
2025-11-17,Current,omf,0.2547924802594301,207932578320,0.21809827382686878
2025-11-17,Current,omt,0.19401628009692734,3976634555,0.1396936479386232
2025-11-17,Current,osd,0.20488230933992627,1184472242,0.2020248008686145
2025-11-17,Current,otn,0.25588378084499486,50475253479,0.1469243296413862
2025-11-17,Current,oxt,0.25186747747264965,4966758778,0.12444883761380918
2025-11-17,Current,p_c,0.15435857192008215,64612373528,0.015656217531145628
2025-11-17,Current,pcr,0.27763005988050166,1466325390,0.27724637849236516
2025-11-17,Current,pdr,0.09689906641938831,63626,0.09666331373966616
2025-11-17,Current,pfb,0.39136037524138073,57331630,0.38499732399026504
2025-11-17,Current,ppp,0.29133580389470193,30713309249,0.2393549948096642
2025-11-17,Current,rpp,0.1953075475807824,79878341005,0.16580230089242562
2025-11-17,Current,sgr,0.22649125613618368,3135413597,0.22626453600120047
2025-11-17,Current,tex,0.30335928136991724,35032181429,0.24011882323725292
2025-11-17,Current,v_f,0.06270268011806328,33071951872,0.043437165874853544
2025-11-17,Current,vol,0.12677663927107166,15151458599,0.11484112956076342
2025-11-17,Current,wap,0.21667639470212252,86104084886,0.20401702240822364
2025-11-17,Current,wht,0.04155761727894699,764189160,0.040513094512110055
2025-11-17,Current,wol,0.14582487465875357,12525406,0.14536037873742377
